Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
ORC2		2	1	104	1.0%	No
SH3PXD2B		1	1	104	1.0%	No
CDH11		2	2	104	1.9%	Yes
FAAH2		1	1	104	1.0%	No
ITGA9		1	1	104	1.0%	No
ITGAE		1	1	104	1.0%	No
ITGAM		1	1	104	1.0%	No
FOS		1	1	104	1.0%	No
GPRIN3		1	1	104	1.0%	No
FOLR3		1	1	104	1.0%	No
GCC1		1	1	104	1.0%	No
FAHD1		1	1	104	1.0%	No
ABHD8		1	1	104	1.0%	No
EPS8L3		1	1	104	1.0%	No
CDK2		1	1	104	1.0%	No
CDH18		1	1	104	1.0%	No
NKAP		1	1	104	1.0%	No
CDH17		1	1	104	1.0%	No
FOLH1		1	1	104	1.0%	No
CDH15		2	2	104	1.9%	No
CDH13		1	1	104	1.0%	No
ITGA2B		1	1	104	1.0%	No
ITGA3		1	1	104	1.0%	No
ITGA4		2	2	104	1.9%	No
TRIM50		1	1	104	1.0%	No
ITGA7		2	2	104	1.9%	No
ITGB3		1	1	104	1.0%	No
ITGB4		2	2	104	1.9%	No
ITGB6		1	1	104	1.0%	No
ITGB7		1	1	104	1.0%	No
FRYL		3	3	104	2.9%	No
CDKN2A		1	1	104	1.0%	Yes
LAS1L		3	3	104	2.9%	No
CDKN1A		1	1	104	1.0%	Yes
FPR1		1	1	104	1.0%	No
CDK8		2	2	104	1.9%	Yes
FOSL2		2	2	104	1.9%	No
FOSB		2	2	104	1.9%	No
ITGAX		2	2	104	1.9%	No
ITGB1		1	1	104	1.0%	No
BOD1L1		6	5	104	4.8%	No
GOLGA8H		1	1	104	1.0%	No
TAS2R43		1	1	104	1.0%	No
DNAAF8		1	1	104	1.0%	No
SAP130		3	3	104	2.9%	No
MUL1		1	1	104	1.0%	No
OBI1		2	2	104	1.9%	No
CDO1		1	1	104	1.0%	No
ITGB8		1	1	104	1.0%	No
ITIH2		3	3	104	2.9%	No
TAS2R19		1	1	104	1.0%	No
CCDC122		1	1	104	1.0%	No
GGTLC2		2	1	104	1.0%	No
BICDL1		1	1	104	1.0%	No
SPAG16		1	1	104	1.0%	No
CEBPA		1	1	104	1.0%	Yes
SLC52A2		1	1	104	1.0%	No
DNLZ		1	1	104	1.0%	No
ADAM21P1		1	1	104	1.0%	No
CHPF		1	1	104	1.0%	No
CORO7		1	1	104	1.0%	No
CARS2		1	1	104	1.0%	No
CEACAM5		2	2	104	1.9%	No
RNF128		1	1	104	1.0%	No
CDX2		1	1	104	1.0%	Yes
RDH8		1	1	104	1.0%	No
MALRD1		2	1	104	1.0%	No
CES1		1	1	104	1.0%	No
CENPF		5	4	104	3.8%	No
CENPE		6	5	104	4.8%	No
PRDM4		1	1	104	1.0%	No
PRDM5		1	1	104	1.0%	No
CELP		1	1	104	1.0%	No
CEL		1	1	104	1.0%	No
SRRM5		1	1	104	1.0%	No
TUBGCP6		3	3	104	2.9%	No
ATE1		1	1	104	1.0%	No
PTCHD1		3	3	104	2.9%	No
KATNA1		2	1	104	1.0%	No
PCSK9		1	1	104	1.0%	No
SSC5D		1	1	104	1.0%	No
SHC2		1	1	104	1.0%	No
HMSD		1	1	104	1.0%	No
UHRF2		2	2	104	1.9%	No
CETP		1	1	104	1.0%	No
KIAA1549L		1	1	104	1.0%	No
BTN3A2		1	1	104	1.0%	No
EMILIN2		2	2	104	1.9%	No
OBSCN		9	7	104	6.7%	No
CIT		1	1	104	1.0%	No
MAGEB10		2	2	104	1.9%	No
EMILIN1		2	1	104	1.0%	No
SYDE1		2	2	104	1.9%	No
CFTR		1	1	104	1.0%	No
MAGT1		1	1	104	1.0%	No
DCAF8L1		1	1	104	1.0%	No
CEACAM8		1	1	104	1.0%	No
CCDC112		1	1	104	1.0%	No
CEACAM7		1	1	104	1.0%	No
APRG1		1	1	104	1.0%	No
UNC13C		4	3	104	2.9%	No
FFAR4		1	1	104	1.0%	No
SLAMF8		1	1	104	1.0%	No
CHST12		2	1	104	1.0%	No
ETNK1		1	1	104	1.0%	Yes
TEX35		1	1	104	1.0%	No
TRPV6		1	1	104	1.0%	No
SLC10A7		1	1	104	1.0%	No
GPR137		1	1	104	1.0%	No
BATF3		1	1	104	1.0%	No
RNF40		4	2	104	1.9%	No
CTIF		1	1	104	1.0%	No
GOLGA8B		1	1	104	1.0%	No
ADGRV1		8	8	104	7.7%	No
IGSF11		2	2	104	1.9%	No
DPY19L2P1		1	1	104	1.0%	No
SAGE1		2	2	104	1.9%	No
KATNAL1		1	1	104	1.0%	No
WDR54		1	1	104	1.0%	No
SCRN1		1	1	104	1.0%	No
OR52B2		1	1	104	1.0%	No
NSRP1		1	1	104	1.0%	No
ENKD1		1	1	104	1.0%	No
FAM153A		1	1	104	1.0%	No
CUL7		3	2	104	1.9%	No
ALDH16A1		1	1	104	1.0%	No
CPT1C		1	1	104	1.0%	No
GRIPAP1		1	1	104	1.0%	No
TRIM36		1	1	104	1.0%	No
GIT2		1	1	104	1.0%	No
FEM1A		1	1	104	1.0%	No
DHTKD1		3	2	104	1.9%	No
RAB6C		1	1	104	1.0%	No
KEAP1		1	1	104	1.0%	Yes
HORMAD1		1	1	104	1.0%	No
SLC43A1		1	1	104	1.0%	No
JAKMIP2		1	1	104	1.0%	No
PKP4		1	1	104	1.0%	No
CRYBG1		4	3	104	2.9%	No
MAML3		2	2	104	1.9%	No
KBTBD7		1	1	104	1.0%	No
AKT1		3	3	104	2.9%	Yes
ARHGEF11		4	4	104	3.8%	No
KCNK10		1	1	104	1.0%	No
C3ORF20		1	1	104	1.0%	No
AKT2		1	1	104	1.0%	Yes
ARHGAP11A		1	1	104	1.0%	No
DNAJC6		1	1	104	1.0%	No
QRICH2		1	1	104	1.0%	No
MYCBPAP		1	1	104	1.0%	No
ARHGEF17		2	2	104	1.9%	No
TESPA1		1	1	104	1.0%	No
HEPH		1	1	104	1.0%	No
ELMO1		2	2	104	1.9%	No
ZBTB24		1	1	104	1.0%	No
PLEKHM1		1	1	104	1.0%	No
IHO1		1	1	104	1.0%	No
TREM1		1	1	104	1.0%	No
NETO1		1	1	104	1.0%	No
UCN3		1	1	104	1.0%	No
ALB		1	1	104	1.0%	Yes
SIGLEC11		2	2	104	1.9%	No
ABCD1		3	3	104	2.9%	No
ALDH1A1		1	1	104	1.0%	No
PODN		1	1	104	1.0%	No
ALDH2		1	1	104	1.0%	No
CNTNAP1		1	1	104	1.0%	No
ALDH1B1		1	1	104	1.0%	No
PIK3R3		3	3	104	2.9%	Yes
NDST2		1	1	104	1.0%	No
SLC41A1		2	2	104	1.9%	No
PROSER2		1	1	104	1.0%	No
ENC1		1	1	104	1.0%	No
DYNLT2B		2	2	104	1.9%	No
NIPSNAP1		1	1	104	1.0%	No
ZEB2		2	2	104	1.9%	No
HAT1		1	1	104	1.0%	No
C2CD2L		1	1	104	1.0%	No
FARP2		1	1	104	1.0%	No
CCDC18		1	1	104	1.0%	No
EPM2AIP1		1	1	104	1.0%	No
ZNF596		1	1	104	1.0%	No
RUSC2		3	3	104	2.9%	No
ALDH1A3		1	1	104	1.0%	No
SOX6		1	1	104	1.0%	No
SNTG2		3	3	104	2.9%	No
UGGT1		1	1	104	1.0%	No
ABHD3		1	1	104	1.0%	No
AKR1C8		1	1	104	1.0%	No
ALDH3A2		1	1	104	1.0%	No
ABCD2		1	1	104	1.0%	No
ALDOA		2	2	104	1.9%	No
CCDC39		1	1	104	1.0%	No
FSTL5		3	3	104	2.9%	No
ITGA8		3	3	104	2.9%	No
MFAP3L		1	1	104	1.0%	No
GAB2		1	1	104	1.0%	Yes
PLXNA3		4	4	104	3.8%	No
ELP1		1	1	104	1.0%	No
RAB37		1	1	104	1.0%	No
YBX3		1	1	104	1.0%	No
MED24		2	2	104	1.9%	No
TRH		1	1	104	1.0%	No
GLRA4		1	1	104	1.0%	No
SH2D7		2	2	104	1.9%	No
WWP2		1	1	104	1.0%	No
TRIL		2	2	104	1.9%	No
CBX4		2	2	104	1.9%	No
TRIO		4	3	104	2.9%	No
CPZ		1	1	104	1.0%	No
MAGI2		2	2	104	1.9%	No
CNTRL		4	4	104	3.8%	Yes
PDS5B		2	2	104	1.9%	Yes
FNBP1		2	2	104	1.9%	Yes
SMG1		4	3	104	2.9%	Yes
ALDOC		1	1	104	1.0%	No
MYT1L		2	2	104	1.9%	No
MON2		1	1	104	1.0%	No
TNIK		3	3	104	2.9%	No
ALK		1	1	104	1.0%	Yes
ALOX12		1	1	104	1.0%	No
PPP1R26		1	1	104	1.0%	No
CEP170		3	3	104	2.9%	No
DGKZ		3	2	104	1.9%	No
KIAA0319		1	1	104	1.0%	No
RAPGEF4		2	2	104	1.9%	No
CEP350		6	5	104	4.8%	No
ADGRG4		5	5	104	4.8%	No
CNTN4		2	2	104	1.9%	No
TMEM115		1	1	104	1.0%	No
C16ORF74		1	1	104	1.0%	No
FCHSD2		1	1	104	1.0%	No
AREL1		2	2	104	1.9%	No
AGPS		2	2	104	1.9%	No
SEC24D		1	1	104	1.0%	No
AP3B1		2	2	104	1.9%	No
ZC3H11A		2	2	104	1.9%	No
TOPBP1		2	2	104	1.9%	No
TLK1		3	3	104	2.9%	No
PIR		1	1	104	1.0%	No
URB1		2	2	104	1.9%	No
LRRN4		1	1	104	1.0%	No
ALOX5		1	1	104	1.0%	No
ALOX12B		1	1	104	1.0%	Yes
ZHX3		1	1	104	1.0%	No
ENDOD1		1	1	104	1.0%	No
ALOX15B		2	2	104	1.9%	No
ZSWIM8		2	2	104	1.9%	No
NCOA6		3	2	104	1.9%	No
BARX2		1	1	104	1.0%	No
SETDB1		2	2	104	1.9%	Yes
TRIOBP		7	4	104	3.8%	No
CAMK1		1	1	104	1.0%	No
PJA2		3	2	104	1.9%	No
BCAS1		1	1	104	1.0%	No
TRPC1		3	2	104	1.9%	No
LRRC37A		1	1	104	1.0%	No
TRPC3		2	2	104	1.9%	No
MAPKAPK5		1	1	104	1.0%	No
TRANK1		2	2	104	1.9%	No
TRPC5		1	1	104	1.0%	No
CDC14A		3	3	104	2.9%	No
SMG7		1	1	104	1.0%	No
TRPC4		2	2	104	1.9%	No
PIM2		1	1	104	1.0%	No
TRPM2		1	1	104	1.0%	No
OSBPL2		1	1	104	1.0%	No
MID2		2	2	104	1.9%	No
TRPC6		2	2	104	1.9%	No
RHOBTB1		1	1	104	1.0%	No
TMCC1		1	1	104	1.0%	No
MYO16		1	1	104	1.0%	No
CT45A5		1	1	104	1.0%	No
ALPP		1	1	104	1.0%	No
KDM1A		1	1	104	1.0%	No
ALPG		1	1	104	1.0%	No
RBM34		1	1	104	1.0%	No
BAGE2		1	1	104	1.0%	No
SNRNP200		1	1	104	1.0%	No
AMBP		1	1	104	1.0%	No
PALLD		2	2	104	1.9%	No
LGR5		1	1	104	1.0%	No
TRO		1	1	104	1.0%	No
TENT4A		1	1	104	1.0%	No
TOX4		1	1	104	1.0%	No
TELO2		2	1	104	1.0%	No
OR2T8		1	1	104	1.0%	No
SNAP91		3	3	104	2.9%	No
MADD		5	4	104	3.8%	No
UBAP2L		1	1	104	1.0%	No
FIG4		2	2	104	1.9%	No
WASHC5		1	1	104	1.0%	No
SAMD4A		1	1	104	1.0%	No
PHLPP2		1	1	104	1.0%	No
ZNF292		1	1	104	1.0%	No
PDZD2		5	5	104	4.8%	No
PLPPR4		1	1	104	1.0%	No
WDTC1		3	3	104	2.9%	No
XPO7		1	1	104	1.0%	No
AMD1		3	3	104	2.9%	No
B3GALT5-AS1		1	1	104	1.0%	No
KDM4B		3	3	104	2.9%	No
AMHR2		1	1	104	1.0%	No
MAST3		8	6	104	5.8%	No
PRR14L		4	2	104	1.9%	No
USP33		1	1	104	1.0%	No
ZNF813		1	1	104	1.0%	No
DOP1A		2	2	104	1.9%	No
DDX52		2	2	104	1.9%	No
ATCAY		1	1	104	1.0%	No
TRPS1		1	1	104	1.0%	No
COL27A1		1	1	104	1.0%	No
CDK10		2	2	104	1.9%	No
ZBED4		3	3	104	2.9%	No
PRPF18		1	1	104	1.0%	No
ABHD2		1	1	104	1.0%	No
CASK		2	2	104	1.9%	No
SCARF1		3	3	104	2.9%	No
TSC1		2	2	104	1.9%	Yes
WDFY3		2	2	104	1.9%	No
DAAM1		3	3	104	2.9%	No
AMPD1		1	1	104	1.0%	No
TRUB2		2	2	104	1.9%	No
MAPKBP1		1	1	104	1.0%	No
AMPH		2	1	104	1.0%	No
PLCH1		8	4	104	3.8%	No
BIN1		1	1	104	1.0%	No
AMY2A		2	2	104	1.9%	No
AKAP8L		1	1	104	1.0%	No
LILRA2		1	1	104	1.0%	No
LILRA3		3	3	104	2.9%	No
RBPMS		1	1	104	1.0%	No
DCAF4L2		1	1	104	1.0%	No
RAB31		2	2	104	1.9%	No
STK38L		2	2	104	1.9%	No
SPEN		24	7	104	6.7%	Yes
AMY2B		1	1	104	1.0%	No
FBXO21		1	1	104	1.0%	No
GOLGA8A		4	3	104	2.9%	No
FAIM2		1	1	104	1.0%	No
ANGPT1		2	2	104	1.9%	No
ANK1		2	2	104	1.9%	No
ANK2		8	7	104	6.7%	No
ANK3		11	7	104	6.7%	No
LGALS12		2	2	104	1.9%	No
DSTN		2	1	104	1.0%	No
TSC2		4	4	104	3.8%	Yes
ABCC11		2	2	104	1.9%	No
TST		1	1	104	1.0%	No
DNAJC7		1	1	104	1.0%	No
ZNF440		1	1	104	1.0%	No
TTC3		4	3	104	2.9%	No
ZNF285		1	1	104	1.0%	No
SLC25A5		2	1	104	1.0%	No
PHLDA2		1	1	104	1.0%	No
CCDC159		1	1	104	1.0%	No
SHANK3		1	1	104	1.0%	No
SLC27A2		3	3	104	2.9%	No
SPINK5		2	2	104	1.9%	No
KIAA2012		2	2	104	1.9%	No
KIF2C		1	1	104	1.0%	No
SHISAL1		1	1	104	1.0%	No
OR2T35		1	1	104	1.0%	No
TUBA3C		1	1	104	1.0%	No
GLIPR1		1	1	104	1.0%	No
FAM81B		3	3	104	2.9%	No
AP3M1		1	1	104	1.0%	No
ZNF491		2	2	104	1.9%	No
ZNF441		1	1	104	1.0%	No
ZNF684		1	1	104	1.0%	No
TTN		57	28	104	26.9%	No
TRIM9		3	3	104	2.9%	No
OR2T27		2	1	104	1.0%	No
SNRNP27		1	1	104	1.0%	No
TUFT1		2	2	104	1.9%	No
L3MBTL4		1	1	104	1.0%	No
UBLCP1		1	1	104	1.0%	No
FAM111A		2	2	104	1.9%	No
TUBG1		1	1	104	1.0%	No
C14ORF28		1	1	104	1.0%	No
TYK2		7	3	104	2.9%	Yes
TXNRD1		1	1	104	1.0%	No
TYR		1	1	104	1.0%	No
ACOT12		1	1	104	1.0%	No
SLC17A9		1	1	104	1.0%	No
HIRA		1	1	104	1.0%	Yes
VSTM2A		1	1	104	1.0%	No
LINC01590		1	1	104	1.0%	No
ZNF114		2	1	104	1.0%	No
FAM205A		2	2	104	1.9%	No
GPATCH3		3	3	104	2.9%	No
KRTAP26-1		1	1	104	1.0%	No
IGFN1		1	1	104	1.0%	No
CBLL2		2	2	104	1.9%	No
RPS10-NUDT3		1	1	104	1.0%	No
RELL2		1	1	104	1.0%	No
ZBED8		1	1	104	1.0%	No
TNN		1	1	104	1.0%	No
LDHAL6B		1	1	104	1.0%	No
CHTF18		1	1	104	1.0%	No
CIDEC		1	1	104	1.0%	No
TIGD7		2	2	104	1.9%	No
ELMO2		1	1	104	1.0%	No
GALNT11		1	1	104	1.0%	No
IFI27L1		1	1	104	1.0%	No
UBQLN3		1	1	104	1.0%	No
IL21R		1	1	104	1.0%	Yes
GALNT9		1	1	104	1.0%	No
ATP6V0A4		2	2	104	1.9%	No
ITSN2		2	2	104	1.9%	No
STEEP1		1	1	104	1.0%	No
MRPS14		1	1	104	1.0%	No
ZNF667		2	2	104	1.9%	No
SHROOM1		1	1	104	1.0%	No
PCIF1		1	1	104	1.0%	No
ZNF383		2	2	104	1.9%	No
ITPKA		1	1	104	1.0%	No
ITPR1		4	4	104	3.8%	No
ITPR2		3	3	104	2.9%	No
GPR153		3	3	104	2.9%	No
GEMIN4		2	1	104	1.0%	No
SCARF2		2	2	104	1.9%	No
FAM227A		2	2	104	1.9%	No
FKBPL		5	3	104	2.9%	No
SVIP		1	1	104	1.0%	No
DMRTC2		1	1	104	1.0%	No
KDM4C		2	2	104	1.9%	Yes
PPRC1		1	1	104	1.0%	No
JAK3		2	2	104	1.9%	Yes
FAM217B		2	2	104	1.9%	No
TRIM35		1	1	104	1.0%	No
ITPR3		2	2	104	1.9%	No
ANO7		4	4	104	3.8%	No
FHIP1A		1	1	104	1.0%	No
JUNB		1	1	104	1.0%	No
TTLL5		2	2	104	1.9%	No
JUP		1	1	104	1.0%	No
SIPA1L3		3	2	104	1.9%	No
KIF1B		3	3	104	2.9%	No
IQSEC2		1	1	104	1.0%	No
SARM1		2	2	104	1.9%	No
JARID2		2	2	104	1.9%	Yes
PLB1		1	1	104	1.0%	No
ZNF423		3	3	104	2.9%	No
JUN		1	1	104	1.0%	Yes
ZC3H13		4	4	104	3.8%	No
DIDO1		4	4	104	3.8%	No
ADAM30		1	1	104	1.0%	No
ADAM29		2	2	104	1.9%	No
KCNA3		1	1	104	1.0%	No
ZNF609		2	2	104	1.9%	No
GGA2		1	1	104	1.0%	No
ACSM2A		1	1	104	1.0%	No
SETX		1	1	104	1.0%	No
EMC1		2	2	104	1.9%	No
ARHGEF3		2	1	104	1.0%	No
DNAAF1		1	1	104	1.0%	No
ZNF784		2	2	104	1.9%	No
ZNF524		1	1	104	1.0%	No
ADAMTS5		1	1	104	1.0%	No
ADAMTS8		1	1	104	1.0%	No
PRSS23		2	2	104	1.9%	No
KCND1		1	1	104	1.0%	No
KIF13A		3	3	104	2.9%	No
NUP210L		1	1	104	1.0%	No
ZNF791		3	3	104	2.9%	No
PRDM16		2	2	104	1.9%	Yes
PRDM15		2	1	104	1.0%	No
KCNC3		1	1	104	1.0%	No
KCNC4		1	1	104	1.0%	No
ERP44		1	1	104	1.0%	No
HECW1		2	2	104	1.9%	No
UHRF1BP1L		2	2	104	1.9%	No
SWAP70		1	1	104	1.0%	No
RRP1B		3	3	104	2.9%	No
MYCBP2		6	4	104	3.8%	No
KCNA5		1	1	104	1.0%	No
PTPN21		1	1	104	1.0%	No
KCNA6		2	2	104	1.9%	No
KCNB1		1	1	104	1.0%	No
RNF180		1	1	104	1.0%	No
CCDC63		2	2	104	1.9%	No
GCNA		2	2	104	1.9%	No
ZNF454		2	2	104	1.9%	No
KCNJ4		1	1	104	1.0%	No
MRPL9		1	1	104	1.0%	No
MYO18A		2	2	104	1.9%	Yes
PPTC7		1	1	104	1.0%	No
KCNJ2		1	1	104	1.0%	No
RHBDF2		1	1	104	1.0%	No
HECTD3		4	2	104	1.9%	No
YEATS2		1	1	104	1.0%	No
PRR19		1	1	104	1.0%	No
MREG		1	1	104	1.0%	No
KCND2		1	1	104	1.0%	No
KCND3		1	1	104	1.0%	No
DYNC2H1		6	6	104	5.8%	No
FAM111B		1	1	104	1.0%	No
KCNJ1		1	1	104	1.0%	No
SLC26A6		2	2	104	1.9%	No
KCNJ14		1	1	104	1.0%	No
AK7		3	3	104	2.9%	No
FRMD4A		1	1	104	1.0%	No
CHD3		4	4	104	3.8%	No
CHD1		3	3	104	2.9%	No
CHMP6		1	1	104	1.0%	No
KDM4D		2	1	104	1.0%	No
CHAT		1	1	104	1.0%	No
CLXN		1	1	104	1.0%	No
RCBTB2		1	1	104	1.0%	No
IARS2		3	2	104	1.9%	No
RADIL		1	1	104	1.0%	No
VAC14		5	3	104	2.9%	No
PANK3		1	1	104	1.0%	No
MAP7D3		3	3	104	2.9%	No
NCR3LG1		1	1	104	1.0%	No
KCNJ8		1	1	104	1.0%	No
KCNJ9		1	1	104	1.0%	No
KCNJ10		1	1	104	1.0%	No
KCNJ12		3	3	104	2.9%	No
CHD4		4	4	104	3.8%	Yes
ACTR8		1	1	104	1.0%	No
ZNF321P		1	1	104	1.0%	No
MEX3D		1	1	104	1.0%	No
KCNN4		1	1	104	1.0%	No
ATP5IF1		1	1	104	1.0%	No
FAM102A		1	1	104	1.0%	No
CHM		2	2	104	1.9%	No
CHKB		1	1	104	1.0%	No
TUT7		2	2	104	1.9%	No
NLRX1		4	3	104	2.9%	No
CHIT1		1	1	104	1.0%	No
VEPH1		1	1	104	1.0%	No
CHI3L1		2	2	104	1.9%	No
FASTKD1		1	1	104	1.0%	No
CHGB		3	3	104	2.9%	No
CHGA		1	1	104	1.0%	No
SMC6		3	3	104	2.9%	No
FOXN3		1	1	104	1.0%	No
CHEK1		1	1	104	1.0%	Yes
PRUNE2		2	2	104	1.9%	No
HEATR4		3	3	104	2.9%	No
ZSCAN1		1	1	104	1.0%	No
KCNK2		3	3	104	2.9%	No
KCNMA1		2	2	104	1.9%	No
CCDC60		1	1	104	1.0%	No
KCNS3		2	2	104	1.9%	No
KDR		1	1	104	1.0%	Yes
TMEM259		1	1	104	1.0%	No
LYST		3	2	104	1.9%	No
CERS3		1	1	104	1.0%	No
CHRM2		1	1	104	1.0%	No
HSPBAP1		2	2	104	1.9%	No
CHRM1		1	1	104	1.0%	No
ZNF776		1	1	104	1.0%	No
ICE2		1	1	104	1.0%	No
CHN2		2	2	104	1.9%	No
C3ORF52		1	1	104	1.0%	No
PARP8		1	1	104	1.0%	No
KCNQ1		1	1	104	1.0%	No
KCNQ2		2	1	104	1.0%	No
KCNQ3		1	1	104	1.0%	No
MGME1		1	1	104	1.0%	No
KIAA1958		1	1	104	1.0%	No
CHRNB3		2	2	104	1.9%	No
CHRNB2		1	1	104	1.0%	No
CHRNB1		1	1	104	1.0%	No
QTRT2		2	2	104	1.9%	No
SDHAP1		4	4	104	3.8%	No
CHRNA5		1	1	104	1.0%	No
ZMAT4		1	1	104	1.0%	No
SENP5		1	1	104	1.0%	No
CHRNA3		1	1	104	1.0%	No
CHRNA2		1	1	104	1.0%	No
ZYG11B		1	1	104	1.0%	No
CHRNA1		1	1	104	1.0%	No
CHRM5		1	1	104	1.0%	No
TMEM190		1	1	104	1.0%	No
KHK		1	1	104	1.0%	No
HMGA2-AS1		1	1	104	1.0%	No
SLFN12L		2	2	104	1.9%	No
KIF5B		2	2	104	1.9%	Yes
ZNF841		2	2	104	1.9%	No
ZNF615		3	3	104	2.9%	No
ACD		1	1	104	1.0%	No
GPBP1		1	1	104	1.0%	No
FOXP2		2	2	104	1.9%	No
KIF4B		1	1	104	1.0%	No
MSANTD2		1	1	104	1.0%	No
CHUK		1	1	104	1.0%	No
STEAP4		1	1	104	1.0%	No
CHRNG		1	1	104	1.0%	No
CHRNE		1	1	104	1.0%	No
MTOR		10	6	104	5.8%	Yes
SIGLEC17P		1	1	104	1.0%	No
CPA5		1	1	104	1.0%	No
KLK9		1	1	104	1.0%	No
ENPP6		1	1	104	1.0%	No
SLC22A31		1	1	104	1.0%	No
NBEAL1		4	4	104	3.8%	No
LRP5L		2	2	104	1.9%	No
IRX4		1	1	104	1.0%	No
AK3		1	1	104	1.0%	No
ASAP1		3	3	104	2.9%	No
UBE3D		1	1	104	1.0%	No
HP1BP3		1	1	104	1.0%	No
FNDC9		1	1	104	1.0%	No
ERCC8		3	2	104	1.9%	No
CKMT2		1	1	104	1.0%	No
CENPI		1	1	104	1.0%	No
DDX60L		1	1	104	1.0%	No
ZNF597		1	1	104	1.0%	No
BICDL2		2	2	104	1.9%	No
FRZB		1	1	104	1.0%	No
TMEM237		1	1	104	1.0%	No
NKPD1		1	1	104	1.0%	No
PPP1R37		2	1	104	1.0%	No
KIR3DX1		1	1	104	1.0%	No
NSDHL		2	2	104	1.9%	No
AP3S1		1	1	104	1.0%	No
AP2M1		1	1	104	1.0%	No
ZNF283		1	1	104	1.0%	No
LYPD5		1	1	104	1.0%	No
PLEKHM2		2	2	104	1.9%	No
SYT11		2	2	104	1.9%	No
ANKRD13D		1	1	104	1.0%	No
CLCNKA		1	1	104	1.0%	No
CLCN7		1	1	104	1.0%	No
ATP11B		1	1	104	1.0%	No
WHRN		4	2	104	1.9%	No
CLCN6		1	1	104	1.0%	No
FAM168A		1	1	104	1.0%	No
PMPCA		2	1	104	1.0%	No
ACSBG1		4	4	104	3.8%	No
