Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
RN7SKP35		4q31.3	HOMDEL	3	135	2.2%	No
ABHD16B		20q13.33	AMP	3	135	2.2%	No
LINC01620		20q13.12	AMP	2	135	1.5%	No
PXDC1		6p25.2	AMP	1	135	0.7%	No
LSM10		1p34.3	AMP	1	135	0.7%	No
COX4I2	4.240e-10	20q11.21	AMP	6	135	4.4%	No
DNAH14		1q42.12	AMP	2	135	1.5%	No
FAM110D	2.952e-4	1p36.11	HOMDEL	1	135	0.7%	No
RN7SL787P		9q13	HOMDEL	1	135	0.7%	No
RAB12		18p11.22	AMP	2	135	1.5%	No
C8ORF48		8p22	HOMDEL	1	135	0.7%	No
RNA5SP303		10p12.31	AMP	1	135	0.7%	No
ABCC2		10q24.2	AMP	1	135	0.7%	No
KCNJ15		21q22.13-q22.2	AMP	1	135	0.7%	No
NECAP2	2.952e-4	1p36.13	HOMDEL	1	135	0.7%	No
PSMB11		14q11.2	AMP	3	135	2.2%	No
RNA5SP77		1q42.13	AMP	2	135	1.5%	No
RNA5SP182		5q11.2	AMP	2	135	1.5%	No
TNFSF11	2.168e-19	13q14	HOMDEL	1	135	0.7%	No
SOX14		3q22.3	AMP	10	135	7.4%	No
TMEM205		19p13.2	AMP	1	135	0.7%	No
RHEB		7q36.1	AMP	1	135	0.7%	Yes
RN7SL469P		15q13.2	AMP	1	135	0.7%	No
ATP5PD	2.021e-5	17q25.1	AMP	4	135	3.0%	No
COX16		14q24.2	AMP	3	135	2.2%	No
ATRAID	9.994e-2	2p23.3	AMP	4	135	3.0%	No
PKDREJ		22q13.31	AMP	1	135	0.7%	No
RNA5SP81		1q43	AMP	2	135	1.5%	No
PROS1		3q11.1	HOMDEL	1	135	0.7%	No
PATE3	1.076e-32	11q24.2	HOMDEL	4	135	3.0%	No
GAD2		10p12.1	AMP	1	135	0.7%	No
ADCY2		5p15.31	AMP	5	135	3.7%	No
RN7SL545P		15q11.2	AMP	1	135	0.7%	No
ZNF598		16p13.3	AMP	1	135	0.7%	No
PNMA6A		Xq28	AMP	5	135	3.7%	No
CPT1A		11q13.3	AMP	4	135	3.0%	No
TFG		3q12.2	AMP	3	135	2.2%	Yes
SRPX		Xp11.4	AMP	1	135	0.7%	No
AKAP11	2.168e-19	13q14.11	HOMDEL	1	135	0.7%	No
LTB4R		14q12	AMP	1	135	0.7%	No
RN7SL456P		7q35	AMP	1	135	0.7%	No
MRPS17		7p11.2	AMP	1	135	0.7%	No
FLOT1		6p21.33	AMP	5	135	3.7%	No
RNA5SP80		1q42.2	AMP	2	135	1.5%	No
CCL26		7q11.23	AMP	2	135	1.5%	No
UBE2E3	1.296e-2	2q31.3	AMP	2	135	1.5%	No
NDST3		4q26	HOMDEL	1	135	0.7%	No
CC2D1B		1p32.3	AMP	1	135	0.7%	No
LINC00899		22q13.31	AMP	1	135	0.7%	No
AKR1B1	1.615e-3	7q33	HOMDEL	1	135	0.7%	No
SETDB1	3.200e-5	1q21.3	AMP	3	135	2.2%	Yes
RN7SL386P	2.952e-4	1p36.12	HOMDEL	1	135	0.7%	No
NFE2L3		7p15.2	AMP	1	135	0.7%	No
ADCY3	9.994e-2	2p23.3	AMP	4	135	3.0%	No
TOX2		20q13.12	AMP	2	135	1.5%	No
THBS2	9.848e-5	6q27	HOMDEL	2	135	1.5%	No
LARGE1		22q12.3	HOMDEL	1	135	0.7%	No
PRSS23		11q14.2	HOMDEL	2	135	1.5%	No
RNA5SP79		1q42.2	AMP	2	135	1.5%	No
SPOP		17q21.33	AMP	1	135	0.7%	Yes
KCNJ14		19q13.33	AMP	2	135	1.5%	No
BARX2		11q24.3	AMP	1	135	0.7%	No
ABCA10		17q24.3	AMP	4	135	3.0%	No
TRABD2A		2p11.2	AMP	1	135	0.7%	No
PRG4		1q31.1	AMP	1	135	0.7%	No
LACTB2		8q13.3	AMP	2	135	1.5%	No
TEX47		7q21.13	AMP	3	135	2.2%	No
C11ORF68		11q13.1	AMP	1	135	0.7%	No
RNA5SP84	9.994e-2	2p25.1	AMP	4	135	3.0%	No
PLOD1	2.952e-4	1p36.22	HOMDEL	1	135	0.7%	No
CXORF38		Xp11.4	AMP	1	135	0.7%	No
ZNF474		5q23.2	HOMDEL	1	135	0.7%	No
CFAP74	2.952e-4	1p36.33	HOMDEL	3	135	2.2%	No
DET1	5.804e-3	15q26.1	AMP	1	135	0.7%	No
SLC39A14		8p21.3	HOMDEL	1	135	0.7%	No
PRR15L		17q21.32	AMP	1	135	0.7%	No
AJUBA		14q11.2	AMP	3	135	2.2%	Yes
FGF14		13q33.1	HOMDEL	1	135	0.7%	Yes
TAGLN2		1q23.2	AMP	2	135	1.5%	No
ZNF461		19q13.13	AMP	2	135	1.5%	No
RNA5SP82		1q44	AMP	2	135	1.5%	No
GAD1		2q31.1	AMP	2	135	1.5%	No
VPS9D1		16q24.3	AMP	1	135	0.7%	No
GSC	8.624e-4	14q32.13	HOMDEL	1	135	0.7%	No
CCP110		16p12.3	AMP	1	135	0.7%	No
BANP		16q24.2	AMP	1	135	0.7%	No
VWA5B1		1p36.12	AMP	1	135	0.7%	No
PPP4R3A	8.624e-4	14q32.12	HOMDEL	1	135	0.7%	No
RBM42		19q13.12	AMP	3	135	2.2%	No
SORBS2		4q35.1	HOMDEL	5	135	3.7%	No
ADTRP		6p24.1	AMP	2	135	1.5%	No
ABCA7		19p13.3	AMP	1	135	0.7%	No
ZSWIM3		20q13.12	AMP	1	135	0.7%	No
DMXL1		5q23.1	HOMDEL	1	135	0.7%	No
C19ORF12		19q12	AMP	3	135	2.2%	No
RNA5SP86	9.994e-2	2p24.1	AMP	5	135	3.7%	No
SSX3		Xp11.23	AMP	1	135	0.7%	No
TRAPPC12	9.994e-2	2p25.3	AMP	4	135	3.0%	No
RPSA		3p22.1	HOMDEL	1	135	0.7%	No
RN7SL351P	1.076e-32	11q24.2	HOMDEL	4	135	3.0%	No
OR6B3		2q37.3	AMP	1	135	0.7%	No
RNA5SP25	1.336e-9	13q12.11	HOMDEL	1	135	0.7%	No
ALKBH6		19q13.12	AMP	3	135	2.2%	No
ZNF251		8q24.3	AMP	7	135	5.2%	No
RN7SL461P		14q22.3	AMP	3	135	2.2%	No
TRIP10		19p13.3	HOMDEL	3	135	2.2%	No
USP17L19		4p16.1	AMP	1	135	0.7%	No
PLXNB1		3p21.31	HOMDEL	1	135	0.7%	No
HAPLN1		5q14.3	HOMDEL	1	135	0.7%	No
CENPO	9.994e-2	2p23.3	AMP	4	135	3.0%	No
CPN2		3q29	AMP	25	135	18.5%	No
H4C15		1q21.2	AMP	4	135	3.0%	No
RN7SL525P		19q13.43	AMP	2	135	1.5%	No
UXT		Xp11.23	AMP	1	135	0.7%	No
UCHL5		1q31.2	AMP	1	135	0.7%	No
ZNF585B		19q13.12	AMP	2	135	1.5%	No
RNA5SP85	9.994e-2	2p25.1	AMP	4	135	3.0%	No
WFDC10A		20q13.12	AMP	1	135	0.7%	No
NHLRC3		13q13.3	HOMDEL	1	135	0.7%	No
KMT5B		11q13.2	AMP	3	135	2.2%	No
BDP1		5q13.2	HOMDEL	1	135	0.7%	No
MYO1D		17q11.2	HOMDEL	1	135	0.7%	No
LRIF1	1.281e-2	1p13.3	HOMDEL	1	135	0.7%	No
RN7SL475P		1p32.1	AMP	2	135	1.5%	No
RFX6		6q22.1	HOMDEL	1	135	0.7%	No
CEMP1		16p13.3	AMP	1	135	0.7%	No
SLC5A9		1p33	AMP	1	135	0.7%	No
ANKRD36BP1		1q24.2	AMP	1	135	0.7%	No
BRME1		19p13.12	AMP	2	135	1.5%	No
LINC00989		4q21.21	AMP	1	135	0.7%	No
ASPM		1q31.3	AMP	1	135	0.7%	No
GLB1L		2q35	HOMDEL	2	135	1.5%	No
SHE	3.200e-5	1q21.3	AMP	3	135	2.2%	No
SNORD118	1.076e-32	17p13.1	HOMDEL	2	135	1.5%	No
CPOX		3q11.2	AMP	3	135	2.2%	No
PPP1R3C		10q23.32	HOMDEL	1	135	0.7%	No
LCE3A	3.200e-5	1q21.3	AMP	3	135	2.2%	No
INF2		14q32.33	AMP	2	135	1.5%	No
CHD2	5.804e-3	15q26.1	AMP	2	135	1.5%	Yes
SECTM1		17q25.3	AMP	1	135	0.7%	No
ZNF699		19p13.2	AMP	2	135	1.5%	No
RPL8		8q24.3	AMP	7	135	5.2%	No
ZNF492		19p12	HOMDEL	2	135	1.5%	No
IGHG4		14q32.33	AMP	2	135	1.5%	No
PCSK1N		Xp11.23	HOMDEL	1	135	0.7%	No
PRDM10-DT		11q24.3	AMP	1	135	0.7%	No
BMS1P18		14q11.2	AMP	3	135	2.2%	No
SLC7A13		8q21.3	AMP	3	135	2.2%	No
FRMD3		9q21.32	HOMDEL	1	135	0.7%	No
DISC1FP1		11q14.3	HOMDEL	1	135	0.7%	No
ZBTB25		14q23.3	AMP	3	135	2.2%	No
RN7SL566P		19q13.2	AMP	1	135	0.7%	No
NDUFA7		19p13.2	AMP	3	135	2.2%	No
LINC00461		5q14.3	HOMDEL	1	135	0.7%	No
ETS1	1.076e-32	11q24.3	HOMDEL	4	135	3.0%	Yes
LCE2D	3.200e-5	1q21.3	AMP	3	135	2.2%	No
TRAPPC2		Xp22.2	AMP	2	135	1.5%	No
MARVELD2		5q13.2	HOMDEL	1	135	0.7%	No
E2F2	2.952e-4	1p36.12	HOMDEL	1	135	0.7%	No
IGHG3		14q32.33	AMP	2	135	1.5%	No
HCG23		6p21.32	AMP	5	135	3.7%	No
TBC1D32		6q22.31	HOMDEL	1	135	0.7%	No
RAB37		17q25.1	AMP	4	135	3.0%	No
MINPP1		10q23.2	HOMDEL	5	135	3.7%	No
NYAP1		7q22.1	AMP	2	135	1.5%	No
RGS7		1q43	AMP	2	135	1.5%	No
ZNF45		19q13.31	AMP	2	135	1.5%	No
RN7SL592P		9p24.2	AMP	3	135	2.2%	No
SNORD100		6q23.2	HOMDEL	1	135	0.7%	No
NDUFA6		22q13.2	AMP	1	135	0.7%	No
NME4		16p13.3	AMP	1	135	0.7%	No
UFSP2		4q35.1	HOMDEL	4	135	3.0%	No
ASCL5		1q32.1	AMP	1	135	0.7%	No
SPDYE3		7q22.1	AMP	2	135	1.5%	No
TRIM13		13q14.2	AMP	1	135	0.7%	No
PLD5		1q43	AMP	2	135	1.5%	No
RN7SL849P		9p23	AMP	3	135	2.2%	No
TAS2R41	1.615e-3	7q35	HOMDEL	1	135	0.7%	No
RPL10		Xq28	AMP	5	135	3.7%	Yes
LCE3C	3.200e-5	1q21.3	AMP	3	135	2.2%	No
IGHG2		14q32.33	AMP	2	135	1.5%	No
ZNF630		Xp11.23	HOMDEL	1	135	0.7%	No
HCG15		6p21	AMP	2	135	1.5%	No
RN7SL617P		6q21	AMP	1	135	0.7%	No
MAPK1IP1L		14q22.3	AMP	3	135	2.2%	No
GABRP		5q35.1	AMP	1	135	0.7%	No
FOXJ1		17q25.1	AMP	3	135	2.2%	No
NME3		16p13.3	AMP	1	135	0.7%	No
EIF3D		22q12.3	AMP	1	135	0.7%	No
LGALS7B		19q13.2	AMP	1	135	0.7%	No
PATJ	2.487e-2	1p31.3	AMP	1	135	0.7%	No
SUDS3		12q24.23	AMP	1	135	0.7%	No
CADPS2	1.615e-3	7q31.32	HOMDEL	1	135	0.7%	No
AFF3		2q11.2	AMP	1	135	0.7%	Yes
KCNJ10		1q23.2	AMP	2	135	1.5%	No
INPP5B		1p34.3	AMP	1	135	0.7%	No
LCE3B	3.200e-5	1q21.3	AMP	3	135	2.2%	No
TMEM132E-DT		17q12	HOMDEL	1	135	0.7%	No
TRH		3q22.1	AMP	6	135	4.4%	No
GRK5		10q26.11	HOMDEL	2	135	1.5%	No
RANBP2		2q13	AMP	1	135	0.7%	Yes
LAMA1		18p11.31	AMP	2	135	1.5%	No
FOXC2		16q24.1	AMP	1	135	0.7%	No
CST7		20p11.21	AMP	1	135	0.7%	No
IGHG1		14q32.33	AMP	2	135	1.5%	No
SCEL		13q22.3	AMP	4	135	3.0%	No
LINC00524	8.624e-4	14q32.31	HOMDEL	1	135	0.7%	No
PRSS37		7q34	AMP	1	135	0.7%	No
RN7SL484P	5.804e-3	15q26.3	AMP	2	135	1.5%	No
RN7SL856P	9.994e-2	2p23.3	AMP	4	135	3.0%	No
RN7SL623P		5q35.1	AMP	1	135	0.7%	No
RN7SL420P	1.281e-2	1p13.1	HOMDEL	1	135	0.7%	No
HSD11B1L		19p13.3	AMP	1	135	0.7%	No
CPM		12q15	AMP	1	135	0.7%	No
LINC01193		15q11.2	HOMDEL	1	135	0.7%	No
TPT1	2.168e-19	13q14.13	HOMDEL	1	135	0.7%	No
INTS2		17q23.2	HOMDEL	1	135	0.7%	No
KCNJ9		1q23.2	AMP	2	135	1.5%	No
LAD1		1q32.1	AMP	1	135	0.7%	No
TRHR		8q23.1	AMP	4	135	3.0%	No
FOXL1		16q24.1	AMP	1	135	0.7%	No
MGAM	1.615e-3	7q34	HOMDEL	1	135	0.7%	Yes
FGF21		19q13.33	AMP	2	135	1.5%	No
MTR		1q43	HOMDEL	2	135	1.5%	No
GABRG2		5q34	AMP	1	135	0.7%	No
RFK		9q21.13	HOMDEL	1	135	0.7%	No
RGS13		1q31.2	AMP	1	135	0.7%	No
EIF3G		19p13.2	AMP	2	135	1.5%	No
GIPC3		19p13.3	HOMDEL	3	135	2.2%	No
PEX11B		1q21.1	AMP	4	135	3.0%	No
RN7SL850P		16p13.3	AMP	1	135	0.7%	No
RPL13		16q24.3	AMP	1	135	0.7%	No
LCE3E	3.200e-5	1q21.3	AMP	3	135	2.2%	No
L1CAM		Xq28	AMP	5	135	3.7%	No
CPN1		10q24.2	AMP	1	135	0.7%	No
NAGA		22q13.2	HOMDEL	1	135	0.7%	No
FOXE3		1p33	AMP	1	135	0.7%	No
HCG24		6p21	AMP	1	135	0.7%	No
TENT5C	1.281e-2	1p12	HOMDEL	1	135	0.7%	Yes
DPP10		2q14.1	HOMDEL	1	135	0.7%	No
UBE2V1		20q13.13	AMP	2	135	1.5%	No
MAGI2		7q21.11	AMP	2	135	1.5%	No
RANGAP1		22q13.2	AMP	1	135	0.7%	No
NSD2		4p16.3	AMP	1	135	0.7%	Yes
CIAO3		16p13.3	AMP	1	135	0.7%	No
CYB561D1	1.281e-2	1p13.3	HOMDEL	1	135	0.7%	No
SFT2D3		2q14.3	AMP	1	135	0.7%	No
CTSE		1q32.1	HOMDEL	1	135	0.7%	No
ATP8B3		19p13.3	AMP	2	135	1.5%	No
SCARNA2	1.281e-2	1q13.1	HOMDEL	1	135	0.7%	No
INPP4A		2q11.2	AMP	1	135	0.7%	Yes
ZKSCAN5		7q22.1	AMP	2	135	1.5%	No
RGS16		1q25.3	AMP	1	135	0.7%	No
ARHGEF16	2.952e-4	1p36.32	HOMDEL	3	135	2.2%	No
C16ORF95		16q24.2	HOMDEL	1	135	0.7%	No
TEX28P2		Xq28	AMP	5	135	3.7%	No
AKAP4		Xp11.22	HOMDEL	1	135	0.7%	No
TEX45		19p13.2	AMP	2	135	1.5%	No
RN7SL862P		18p11.22	AMP	3	135	2.2%	No
GABRE		Xq28	AMP	5	135	3.7%	No
ARHGEF33	9.994e-2	2p22.1	AMP	3	135	2.2%	No
DCC		18q21.2	HOMDEL	1	135	0.7%	No
PITPNM1		11q13.2	AMP	4	135	3.0%	No
GJA1		6q22.31	AMP	1	135	0.7%	No
CCT3		1q22	AMP	2	135	1.5%	No
FAM66C		12p13.31	AMP	1	135	0.7%	No
