Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
C5ORF52		5q33.3	AMP	1	115	0.9%	No
PATJ	2.487e-2	1p31.3	AMP	2	115	1.7%	No
SUDS3		12q24.23	AMP	2	115	1.7%	No
AFF3		2q11.2	AMP	1	115	0.9%	Yes
KCNJ10		1q23.2	AMP	2	115	1.7%	No
LCE3B	3.200e-5	1q21.3	AMP	3	115	2.6%	No
TMEM132E-DT		17q12	HOMDEL	2	115	1.7%	No
TRH		3q22.1	AMP	6	115	5.2%	No
CASP8AP2		6q15	AMP	1	115	0.9%	No
NDFIP2		13q31.1	HOMDEL	1	115	0.9%	No
GRK5		10q26.11	HOMDEL	1	115	0.9%	No
RANBP2		2q13	AMP	1	115	0.9%	Yes
LAMA1		18p11.31	AMP	1	115	0.9%	No
GABRR1		6q15	AMP	1	115	0.9%	No
CST7		20p11.21	AMP	5	115	4.3%	No
IGHG1		14q32.33	AMP	3	115	2.6%	No
SCEL		13q22.3	AMP	3	115	2.6%	No
LINC00524	8.624e-4	14q32.31	HOMDEL	1	115	0.9%	No
PRSS37		7q34	AMP	1	115	0.9%	No
RN7SL484P	5.804e-3	15q26.3	AMP	2	115	1.7%	No
RN7SL856P	9.994e-2	2p23.3	AMP	1	115	0.9%	No
RN7SL623P		5q35.1	AMP	2	115	1.7%	No
CPM		12q15	AMP	1	115	0.9%	No
TPT1	2.168e-19	13q14.13	HOMDEL	5	115	4.3%	No
INTS2		17q23.2	HOMDEL	1	115	0.9%	No
KCNJ9		1q23.2	AMP	2	115	1.7%	No
LAD1		1q32.1	AMP	1	115	0.9%	No
TRHR		8q23.1	AMP	4	115	3.5%	No
SCO2		22q13.33	AMP	1	115	0.9%	No
FGF21		19q13.33	AMP	1	115	0.9%	No
GABRG2		5q34	AMP	2	115	1.7%	No
RGS13		1q31.2	AMP	2	115	1.7%	No
EIF3G		19p13.2	AMP	2	115	1.7%	No
GIPC3		19p13.3	HOMDEL	3	115	2.6%	No
PEX11B		1q21.1	AMP	2	115	1.7%	No
RN7SL850P		16p13.3	AMP	2	115	1.7%	No
CCR7		17q21.2	AMP	1	115	0.9%	No
LCE3E	3.200e-5	1q21.3	AMP	3	115	2.6%	No
L1CAM		Xq28	AMP	3	115	2.6%	No
CPN1		10q24.2	AMP	1	115	0.9%	No
NAGA		22q13.2	HOMDEL	1	115	0.9%	No
HCG24		6p21	AMP	1	115	0.9%	No
DPP10		2q14.1	HOMDEL	1	115	0.9%	No
UBE2V1		20q13.13	AMP	3	115	2.6%	No
MAGI2		7q21.11	AMP	1	115	0.9%	No
RANGAP1		22q13.2	AMP	1	115	0.9%	No
NSD2		4p16.3	AMP	1	115	0.9%	Yes
CIAO3		16p13.3	AMP	1	115	0.9%	No
SFT2D3		2q14.3	AMP	1	115	0.9%	No
ATP8B3		19p13.3	AMP	1	115	0.9%	No
INPP4A		2q11.2	AMP	1	115	0.9%	Yes
ZKSCAN5		7q22.1	AMP	2	115	1.7%	No
RGS16		1q25.3	AMP	2	115	1.7%	No
ARHGEF16	2.952e-4	1p36.32	HOMDEL	2	115	1.7%	No
C16ORF95		16q24.2	HOMDEL	1	115	0.9%	No
TEX28P2		Xq28	AMP	3	115	2.6%	No
AKAP4		Xp11.22	HOMDEL	1	115	0.9%	No
TEX45		19p13.2	AMP	1	115	0.9%	No
RN7SL862P		18p11.22	AMP	3	115	2.6%	No
GABRE		Xq28	AMP	3	115	2.6%	No
ARHGEF33	9.994e-2	2p22.1	AMP	1	115	0.9%	No
PITPNM1		11q13.2	AMP	3	115	2.6%	No
GJA1		6q22.31	AMP	2	115	1.7%	No
CCT3		1q22	AMP	3	115	2.6%	No
SERF1B		5q13.2	HOMDEL	2	115	1.7%	No
HCG25		6p21.32	AMP	1	115	0.9%	No
UBE2V2		8q11.21	AMP	2	115	1.7%	No
TUSC2		3p21.31	HOMDEL	1	115	0.9%	No
KCNU1		8p11.23	AMP	1	115	0.9%	No
CITED4		1p34.2	AMP	1	115	0.9%	No
RN7SL92P		3p12.3	HOMDEL	2	115	1.7%	No
NNT		5p12	AMP	9	115	7.8%	No
KCNJ6	5.153e-2	21q22.13	AMP	1	115	0.9%	No
RHAG		6p12.3	AMP	2	115	1.7%	No
CBX4		17q25.3	AMP	2	115	1.7%	No
GLUD1P3		10q22.2	HOMDEL	1	115	0.9%	No
MANSC4		12p11.22	HOMDEL	1	115	0.9%	No
RN7SL861P		1q23.3	AMP	2	115	1.7%	No
TRIL		7p14.3	AMP	1	115	0.9%	No
OR2AJ1		1q44	AMP	2	115	1.7%	No
SHANK3	1.215e-3	22q13.33	HOMDEL	3	115	2.6%	No
SNORD32B		6p22.1	HOMDEL	1	115	0.9%	No
ARMC3		10p12.2	AMP	1	115	0.9%	No
TRIO		5p15.2	AMP	10	115	8.7%	No
