nodes	pvals	fdrs	x0	xss_t	dataset
TRAF6	0	0	0	0.0172468227779106	HIV_preys
UBAC1	0.0789	0.151772975286188	0	0.0170514040874818	HIV_preys
UBR4	0.0395	0.121959704499664	0	0.0177177033895598	HIV_preys
UBXN1	0	0	0	0.0196689544813959	HIV_preys
WDR62	0.0367	0.119671019223794	0	0.0180817937359715	HIV_preys
ZBTB40	0.1063	0.171506999282125	0	0.00810908050117149	HIV_preys
A1CF	0.2095	0.259225793131925	0	0.0130143259442031	HIV_preys
ABCA9	0.3603	0.401399962822975	0	0.00415595722898238	HIV_preys
APOBEC1	0.108	0.172746196957566	0	0.0109621212748244	HIV_preys
APOBEC3A	0.1854	0.237259217081851	0	0.00555838851339313	HIV_preys
APOBEC3B	0.0358	0.117739893908908	0	0.0168693765954332	HIV_preys
APOBEC3C	0.1086	0.173212809367515	0	0.014949673048409	HIV_preys
C19orf54	0.0595	0.139588987473904	0	0.0151904223783254	HIV_preys
C9orf24	0.1191	0.180771399628567	0	0.0140960968215482	HIV_preys
CASP1	0.1814	0.233570037238614	0	0.0136435794211108	HIV_preys
CAVIN2	0.1187	0.180392697151551	0	0.0106496790349148	HIV_preys
CCL2	0.1487	0.204327550630493	0	0.0140654724801962	HIV_preys
CELF2	0.0247	0.10403045209651	0	0.00954878887957711	HIV_preys
CYSRT1	0.298	0.34230115632786	0	0.0138428642685809	HIV_preys
DOK3	0.1689	0.221925021923414	0	0.0145689732735598	HIV_preys
DSCR10	0.3011	0.345266454081633	0	0.0130415443310649	HIV_preys
ECM1	0.0908	0.160041564552495	0	0.0155292858933975	HIV_preys
EIF4G1	0	0	0	0.0184104970035852	HIV_preys
FHL2	0.0918	0.160748344370861	0	0.0163325115500675	HIV_preys
FHL3	0.1626	0.216462905375389	0	0.0154233716135042	HIV_preys
HNF1A	0.1914	0.243103419044928	0	0.0102497218266133	HIV_preys
HNRNPAB	2e-04	0.00201569506726457	0	0.0184986603153787	HIV_preys
HSPB2	0.0111	0.065845595513032	0	0.0211307383688946	HIV_preys
IL1B	0.0973	0.165073976221929	0	0.0135884759621923	HIV_preys
KHSRP	0	0	0	0.0185358406352921	HIV_preys
KLHDC7B	0.2267	0.275372652344278	0	0.012405331593246	HIV_preys
KRT31	0.0469	0.12805801063022	0	0.0153620222870021	HIV_preys
KRT34	0.1049	0.170533634719711	0	0.0149916660707	HIV_preys
LINC01600	0.079	0.151867849887737	0	0.01495372768195	HIV_preys
METTL27	0.1159	0.178429831321175	0	0.0145898878597182	HIV_preys
OIP5	0.0033	0.0230692068429238	0	0.016858242381335	HIV_preys
PLEKHG4	0.1571	0.211584868913858	0	0.015541752007155	HIV_preys
POGZ	0.093	0.161621882853277	0	0.015808507671627	HIV_preys
PSMG2	0.12	0.181509211743922	0	0.0160776413086574	HIV_preys
PSMG3	0.1828	0.234800971567367	0	0.0157113424799273	HIV_preys
PYCARD	0.2209	0.26987714887545	0	0.0145311190520752	HIV_preys
REL	0.0026	0.0188196457326892	0	0.0168928612915068	HIV_preys
RIMBP3	0.0931	0.161701893353941	0	0.0150062433084355	HIV_preys
SYNCRIP	0	0	0	0.0183123898166201	HIV_preys
TGFB1	0.2066	0.256626459412781	0	0.0150198976890262	HIV_preys
TNPO2	0.0396	0.121959704499664	0	0.0181285530266552	HIV_preys
TNRC6A	0	0	0	0.0181595433301212	HIV_preys
TRAF1	0.0359	0.117917793204238	0	0.0161453445137351	HIV_preys
A2M	0.1729	0.225729160615742	0	0.0152756210345956	HIV_preys
ACTB	0	0	0	0.0174468116816605	HIV_preys
ADAM19	0.0452	0.125668161434978	0	0.00543859040547394	HIV_preys
ADAMTS12	0.1912	0.242900869073695	0	0.0111113890697041	HIV_preys
ADAMTS1	0.5134	0.549362137713504	0	0.00720608172988712	HIV_preys
ADAMTS7	0.3895	0.428514348650799	0	0.00372373329939498	HIV_preys
AGO2	0	0	0	0.0182928539719266	HIV_preys
ALPP	0.032	0.110158912502393	0	0.0155814314777896	HIV_preys
AMBP	0.0106	0.0634658674658675	0	0.0159005678796439	HIV_preys
ANXA6	0	0	0	0.0168586803145536	HIV_preys
AP1M2	0.0105	0.062992992992993	0	0.0176642948996866	HIV_preys
APBB1	0.1101	0.174260387323944	0	0.0160916549226245	HIV_preys
APOA1	0.2696	0.316142177003848	0	0.0142199309290322	HIV_preys
APOD	0.1016	0.168288162137264	0	0.0152866251832991	HIV_preys
APOE	0.0358	0.117739893908908	0	0.0163009456635507	HIV_preys
APP	0.0248	0.104183177570093	1	0.0159870451457941	HIV_preys
ARL8B	0.0441	0.124262341325811	0	0.0168879097947162	HIV_preys
ASAH1	0.1164	0.178648911651729	0	0.0161597903880781	HIV_preys
ATF7IP	0.1626	0.216462905375389	0	0.0156999883772688	HIV_preys
ATP1A1	0.0257	0.104809523809524	0	0.0154293199554614	HIV_preys
ATP5F1A	0.0011	0.0090310502283105	0	0.0178817594870712	HIV_preys
ATP5F1B	0.0158	0.0757759402507335	0	0.0171707305020609	HIV_preys
ATP6V0D1	0.0022	0.0162915980230643	0	0.0171321415502313	HIV_preys
ATP6V1A	0.0042	0.0284643799472296	0	0.0176675521283832	HIV_preys
ATP6V1B2	0.0212	0.0937933070866142	0	0.0167547774752162	HIV_preys
AZU1	0.0213	0.0942125461254613	0	0.0180642111236003	HIV_preys
B2M	0.0619	0.142377126774978	0	0.0153856267997687	HIV_preys
C11orf58	0.0776	0.151262792714657	0	0.0159848791362652	HIV_preys
CAPN6	0.0394	0.121959704499664	0	0.0173778389622134	HIV_preys
CASP3	0.0483	0.129830168934071	0	0.0173225516684427	HIV_preys
CASP9	0.1301	0.189639075800567	0	0.014656522354097	HIV_preys
CDC37	0.0042	0.0284643799472296	0	0.0162284140486773	HIV_preys
CDC42	0.0072	0.0454710221285564	0	0.0162546146845854	HIV_preys
CDK11A	0.0142	0.0722456140350877	0	0.01862839029537	HIV_preys
CDK2AP2	0.0754	0.1501818987482	0	0.0152988676896401	HIV_preys
CDK7	0	0	0	0.0184676855356923	HIV_preys
CELA1	0.0851	0.156307896618654	0	0.0145748306580662	HIV_preys
CFTR	0.094	0.162324241260085	0	0.0152780406352221	HIV_preys
CKMT1A	0.0491	0.130865401719537	0	0.0169210616312001	HIV_preys
CKMT1B	0.0488	0.130549620592174	0	0.0169210616312006	HIV_preys
CPB2	0.1594	0.213721998508576	0	0.00355283023336465	HIV_preys
CRTAC1	0.1086	0.173212809367515	0	0.0157296843766782	HIV_preys
CTSB	0.0438	0.123824528301887	0	0.0174641384536343	HIV_preys
CTSE	0.031	0.108629896706295	0	0.0159260248297519	HIV_preys
CTSG	0.0865	0.157463804799028	0	0.0162586034682867	HIV_preys
CYP11A1	0.074	0.149429469901168	0	0.0165630395638009	HIV_preys
CYP19A1	0.0915	0.160582723279649	0	0.0162035385890447	HIV_preys
CYP2C18	0.1635	0.217146550450584	0	0.00456080678993513	HIV_preys
CYP2C8	0.1186	0.180332177589852	0	0.0123926086800479	HIV_preys
DDOST	0	0	0	0.0186366014756348	HIV_preys
DLST	0	0	0	0.0181302408081804	HIV_preys
DNAJB1	0	0	0	0.0182795099497746	HIV_preys
ECSIT	0.0011	0.0090310502283105	0	0.0203641292851141	HIV_preys
EGFL7	0.1575	0.211980687177184	0	0.0141267155565809	HIV_preys
EGLN2	0.1023	0.168639772623086	0	0.0112135234040237	HIV_preys
ELAVL3	0.0857	0.156737463126844	0	0.00947602011694529	HIV_preys
ENO2	0.1157	0.178274573656697	0	0.0165086039238139	HIV_preys
EOGT	0.2028	0.253077734591893	0	0.0121556516054187	HIV_preys
EVI5L	0.0389	0.121951304347826	0	0.0172589590782827	HIV_preys
EXOSC1	3e-04	0.00291883116883117	0	0.0191480445096708	HIV_preys
FARSA	0.0132	0.0715945701357466	0	0.0203963685993441	HIV_preys
FBXL12	0	0	0	0.0196693300515824	HIV_preys
FBXO6	0.0331	0.112163211458726	1	0.0186365294494751	HIV_preys
FBXW4	0	0	0	0.0196218685291668	HIV_preys
FIS1	0.0966	0.164585236425661	0	0.0154864498099005	HIV_preys
FKBP14	0.127	0.187214888907108	0	0.0152225538809128	HIV_preys
GALNT12	0.4838	0.521162542687676	0	0.012746715638613	HIV_preys
GAPDH	0.0017	0.0130735671514115	0	0.017664423937408	HIV_preys
GBA	0.0065	0.0416055535777857	0	0.017590250483586	HIV_preys
GCDH	0.0572	0.137347222222222	0	0.0173904808319709	HIV_preys
GEM	0.0331	0.112163211458726	0	0.016404217883277	HIV_preys
GLB1	0.0589	0.13883350812795	0	0.0166405690580436	HIV_preys
GUSB	0.0581	0.137960644479662	0	0.0174487862047826	HIV_preys
H2AFX	0	0	0	0.0180673350801593	HIV_preys
HAPLN3	0.1372	0.19508548833531	0	0.0109867234992696	HIV_preys
HIPK1	0.0763	0.150656050955414	0	0.0144443558598379	HIV_preys
HMOX2	0.0307	0.108041886866314	0	0.0181057602776953	HIV_preys
HSPA5	1e-04	0.00106833036244801	0	0.0177894839005186	HIV_preys
HSPD1	0	0	0	0.0185790819487409	HIV_preys
IFIT3	0.0439	0.124009740769835	0	0.0174623841160724	HIV_preys
IFIT5	0.1048	0.170448123021257	0	0.0138840216409503	HIV_preys
IFNG	0.0668	0.145091084803093	0	0.0137741253217172	HIV_preys
IGSF8	0.0887	0.158915497163332	0	0.0163582635179786	HIV_preys
IL10	0.4375	0.475474492263056	0	0.0115636231309858	HIV_preys
IL4	0.1855	0.237353401651011	0	0.0124555276404526	HIV_preys
ING1	0.0552	0.13575379565039	0	0.018154456138685	HIV_preys
INS	0.029	0.105529245092087	0	0.0189337206515839	HIV_preys
KLK13	0.4469	0.484782021116139	0	0.00259772070658963	HIV_preys
KLK2	0.0208	0.0923645344529513	0	0.0176108099337674	HIV_preys
KLK3	0.0054	0.0354868421052632	0	0.0178757831666955	HIV_preys
KLK5	0.1494	0.204882312561971	0	0.0146843901750099	HIV_preys
KLKB1	0.1476	0.203375584335964	0	0.0101337889346163	HIV_preys
A2ML1	0.2068	0.256821660450338	0	0.0129437995182253	HIV_preys
ACAD9	0.0024	0.0175485969906466	0	0.0204155216375535	HIV_preys
CCNYL1	0.1382	0.195810559495666	0	0.0148444586918507	HIV_preys
CDK15	0.2157	0.265127563576702	0	0.0151858628934698	HIV_preys
DUSP21	0.1174	0.179478955871099	0	0.0148459676389836	HIV_preys
ECH1	0.0031	0.0219095911949686	0	0.0185823592533677	HIV_preys
FCRL5	0.3649	0.405720239935687	0	0.00638295389210771	HIV_preys
FOXD4	0.0805	0.152900189913484	0	0.0178080512989842	HIV_preys
FOXH1	0.1028	0.168937391463303	0	0.0154003155266835	HIV_preys
FRMD1	0.299	0.343296296296296	0	0.0134133122028151	HIV_preys
FTH1	0.1474	0.203193437092693	0	0.0151838228628068	HIV_preys
GMCL1	0.2748	0.320879594752565	0	0.0141819127546816	HIV_preys
GPATCH2L	0.0926	0.161394726638232	0	0.0156391857207374	HIV_preys
L2HGDH	0.1585	0.212848607065502	0	0.013798890499689	HIV_preys
NFKB1	0.0017	0.0130735671514115	0	0.017488366397336	HIV_preys
NPPA	0.2375	0.285520861192832	0	0.014104866485912	HIV_preys
PDE4DIP	0.0575	0.137626464323749	0	0.0159814707168639	HIV_preys
PI4KA	0.0605	0.140814239482201	0	0.0164882884877572	HIV_preys
RASSF9	0.1275	0.187644266186461	0	0.01556416916543	HIV_preys
SLC39A11	0.1433	0.199870762547514	0	0.0158862682978153	HIV_preys
TBC1D22B	0.0817	0.153464897618053	0	0.0162185718365409	HIV_preys
THRA	0.0034	0.0236578947368421	0	0.0178881535167266	HIV_preys
TOX4	0.1715	0.224390190656382	0	0.0147088758163405	HIV_preys
UGT1A10	0.3076	0.351308391030934	0	0.00823501379204889	HIV_preys
ZFAND4	0.17	0.222995549719122	0	0.00461145746859525	HIV_preys
ZSCAN12	0.1864	0.238318424233805	0	0.0152357983985416	HIV_preys
LCAT	0.3394	0.381210144927536	0	0.00355334861989333	HIV_preys
LEP	0.0337	0.113490541299869	0	0.0173491589980172	HIV_preys
LONP1	0.0419	0.122917604829499	0	0.0184788680456074	HIV_preys
LOXL1	0.3501	0.391418853376446	0	0.00972109287721589	HIV_preys
LRP1	0.0513	0.13327178153446	0	0.0169024933710886	HIV_preys
LYZ	0.0742	0.149447294723871	0	0.0164680203352493	HIV_preys
MAOA	0.0863	0.157243007701662	0	0.0163672807424327	HIV_preys
MAPK6	3e-04	0.00291883116883117	0	0.018486916510263	HIV_preys
MAPT	2e-04	0.00201569506726457	0	0.0177033706707614	HIV_preys
MAST1	0.1143	0.177119193312074	0	0.0165229748557238	HIV_preys
MED4	0	0	0	0.0177829409000494	HIV_preys
METRNL	0.1481	0.203845824083289	0	0.00390067424657342	HIV_preys
METRN	0.4137	0.452150385994772	0	0.0037650469553833	HIV_preys
MLST8	0.0135	0.0716670574443142	0	0.0210518386870574	HIV_preys
MMP10	0.2665	0.313119649741881	0	0.0103958121481305	HIV_preys
MMP11	0.2621	0.30885817276183	0	0.00324423057733614	HIV_preys
MMP12	0.2085	0.258361819434873	0	0.00855931057677433	HIV_preys
MMP13	0.1942	0.245463339191564	0	0.0138488992635532	HIV_preys
MMP19	0.2758	0.32179649578196	0	0.00633839040856147	HIV_preys
MMP1	0.371	0.411484794275492	0	0.0084223344405851	HIV_preys
MMP20	0.1264	0.186743796220214	0	0.00767290802680019	HIV_preys
MMP2	0.1552	0.210064438422162	0	0.0156576746202905	HIV_preys
MMP3	0.2324	0.280741198602526	0	0.0145419107128505	HIV_preys
MMP7	0.1671	0.220252034308335	0	0.0151564275301338	HIV_preys
MMP8	0.2433	0.291227880966647	0	0.00428616881855704	HIV_preys
MMP9	0.1828	0.234800971567367	0	0.0155954212662628	HIV_preys
MPO	0.0368	0.119758190045249	0	0.0187760103649465	HIV_preys
MYOC	0.0561	0.136566206336312	0	0.00531787883222769	HIV_preys
NCDN	0.0542	0.134993212356282	0	0.0142312779089139	HIV_preys
NGF	0.073	0.148561403508772	0	0.0161502134482275	HIV_preys
NOS3	0.0791	0.151913907284768	0	0.0172465160790095	HIV_preys
NUDT21	0	0	0	0.0184670357901801	HIV_preys
OGA	0.1309	0.190203814449652	0	0.0137825272294306	HIV_preys
PAEP	0.0973	0.165073976221929	0	0.0166246926800074	HIV_preys
PARP1	0.0019	0.014384	0	0.0180442571113317	HIV_preys
PAXIP1	0.0119	0.0689310567010309	0	0.0182283365339631	HIV_preys
PDF	0.0781	0.151430910070005	0	0.0157678366755005	HIV_preys
PDGFA	0.0109	0.0649377070907886	0	0.0161438324296986	HIV_preys
PDGFB	0.0026	0.0188196457326892	0	0.0168540012048044	HIV_preys
POGLUT1	0.1216	0.183005608102453	0	0.015361683866331	HIV_preys
PRADC1	0.428	0.466305520208447	0	0.00567686339003814	HIV_preys
PRAM1	0.0523	0.13401083083939	0	0.0150197421550355	HIV_preys
PRDX2	0.1042	0.170010526315789	0	0.0168736186043468	HIV_preys
PRTN3	0.0485	0.130134308312192	0	0.0168289462575748	HIV_preys
PTK2	0.0452	0.125668161434978	0	0.0160513965702114	HIV_preys
PTX3	0.1393	0.196779855436832	0	0.00775026563678982	HIV_preys
PZP	0.0788	0.151677978803126	0	0.00699750872301571	HIV_preys
RAB3A	0.0109	0.0649377070907886	0	0.0165785911552082	HIV_preys
RAC1	0.0051	0.033724898859875	0	0.0158267322111085	HIV_preys
RAC2	0.0394	0.121959704499664	0	0.0153534446933166	HIV_preys
RAC3	0.1641	0.217734336949303	0	0.0152999644867078	HIV_preys
RAD23A	0.0118	0.0687059585492228	0	0.0179731562735236	HIV_preys
RAP1B	0.0534	0.134736458040977	0	0.0165592358812206	HIV_preys
RETN	0.0894	0.159275862068966	0	0.00783259284522193	HIV_preys
RHEB	0.0167	0.0783166405842462	0	0.0187720342976378	HIV_preys
RHOA	0.0162	0.0768335531522026	0	0.0156179755382518	HIV_preys
RHOBTB1	0.2166	0.266015573770492	0	0.0149426421457181	HIV_preys
RHOBTB2	0.1788	0.231265664340695	0	0.0152632577403029	HIV_preys
RHOB	0.1088	0.173301204819277	0	0.0156446204482001	HIV_preys
RHOC	0.1172	0.179402009194619	0	0.0155709427819914	HIV_preys
RHOD	0.2094	0.259137724550898	0	0.0150762464190234	HIV_preys
RHOF	0.2112	0.260880461665293	0	0.0150689103834944	HIV_preys
RHOG	0.0275	0.104809523809524	0	0.0154701735499671	HIV_preys
RHOH	0.174	0.226786516853933	0	0.0152361303352254	HIV_preys
RHOJ	0.1701	0.223061629348698	0	0.0152563399985229	HIV_preys
RHOQ	0.1822	0.234197597941092	0	0.0151585166405037	HIV_preys
RHOT1	0.1671	0.220252034308335	0	0.015363767710966	HIV_preys
RHOT2	0.1137	0.176737788536353	0	0.0156963671560775	HIV_preys
RHOU	0.2056	0.255719977863863	0	0.015034497461026	HIV_preys
RHOV	0.2207	0.269724442631865	0	0.0150118792843054	HIV_preys
RNF32	0.1184	0.180226210633254	0	0.0160329762735093	HIV_preys
RPP14	0.0083	0.0515488773747841	0	0.0191562279674627	HIV_preys
SCARB2	0	0	0	0.0177025315968135	HIV_preys
SERPINA1	0.0284	0.104809523809524	0	0.0184755388738636	HIV_preys
SHBG	0.1096	0.173928331862312	0	0.00480703046620456	HIV_preys
SLC25A5	0	0	0	0.0181855599750414	HIV_preys
SLC25A6	0.002	0.0150523231477606	0	0.0170649732313823	HIV_preys
SPACA3	0.1888	0.240395439416472	0	0.00663968071574263	HIV_preys
STAMBPL1	0.0765	0.15068689745837	0	0.0167975521500274	HIV_preys
STAT3	0.1229	0.183991840133222	0	0.0153583859579966	HIV_preys
STS	0.014	0.071981698598799	0	0.0193336890177676	HIV_preys
SWSAP1	0.0783	0.151510331467929	0	0.0114933991838249	HIV_preys
TGFBI	0.1129	0.176256143092819	0	0.00871441103515425	HIV_preys
TGIF1	0.0385	0.121571829996488	0	0.0148159878019271	HIV_preys
TGM2	0.0522	0.133907262091597	0	0.0174301998489228	HIV_preys
TNFRSF14	0.0392	0.121959704499664	0	0.0188899165181245	HIV_preys
TNF	0.0371	0.120255633675861	0	0.0166879763712866	HIV_preys
TP63	0.0296	0.105869902526358	0	0.017751033371435	HIV_preys
TPP1	0.0367	0.119671019223794	0	0.0175378180043024	HIV_preys
TRAPPC5	0.0185	0.0843168567807351	0	0.0186691568751393	HIV_preys
TSC22D1	0.0153	0.0743095623987034	0	0.0176973293492439	HIV_preys
TSHB	0.1738	0.226542264752791	0	0.0139040219942313	HIV_preys
TSHR	0.2608	0.307669050587232	0	0.0126484565455314	HIV_preys
TTR	0.1027	0.168896551724138	0	0.0169070550141774	HIV_preys
TUBA1B	0.012	0.0691982039769083	0	0.018324913666513	HIV_preys
TYRO3	0.0827	0.154119610281924	0	0.0132231296783568	HIV_preys
UBR7	0.047	0.12813646702047	0	0.0164771691991826	HIV_preys
UFD1	0.0418	0.12286480300801	0	0.0179074513733659	HIV_preys
UMPS	0.1025	0.168737410730635	0	0.0176527602493664	HIV_preys
VDAC1	0	0	0	0.0177784736866927	HIV_preys
A4GALT	0.1943	0.245520697167756	0	0.00384805564043565	HIV_preys
ABHD14A	0.1598	0.21406675607212	0	0.0127015029835247	HIV_preys
ABHD17B	0.2024	0.252718888888889	0	0.011199738963064	HIV_preys
ABO	0.0436	0.123745540647198	0	0.00344443822519336	HIV_preys
AK3	0.0485	0.130134308312192	0	0.0237494968308288	HIV_preys
ALG13	0.0836	0.154993606929264	0	0.0149725153333666	HIV_preys
ALG14	0.176	0.228647398843931	0	0.00414606042730335	HIV_preys
ALG5	0.1875	0.239282418908368	0	0.00964305151983458	HIV_preys
B3GALNT1	0.0414	0.122712166172107	0	0.0223278501200585	HIV_preys
B3GALT1	0.7167	0.746251216122307	0	0.00108436847867852	HIV_preys
B3GALT2	0.3319	0.374165276819863	0	0.00561159583240115	HIV_preys
B3GALT4	0.2551	0.302173924500955	0	0.00527568205161956	HIV_preys
B3GALT5	0.7608	0.787517789291883	0	0.00254573534310558	HIV_preys
B3GALT6	0.4744	0.511864618338934	0	0.0110762340416393	HIV_preys
B3GLCT	0.3678	0.408515196441809	0	0.0126763942708178	HIV_preys
B3GNT3	0.6828	0.712893792462691	0	0.00933835637388703	HIV_preys
B3GNT5	0.6759	0.706510202895181	0	0.0063243195061356	HIV_preys
B3GNT6	0.6878	0.717739059779454	0	0.00546463886874451	HIV_preys
B4GALNT1	0.0519	0.133652535090232	0	0.014362682793201	HIV_preys
B4GALT1	0.4286	0.46681778531621	0	0.0108140063111543	HIV_preys
B4GALT2	0.388	0.427073155800429	0	0.0064443806075124	HIV_preys
B4GALT3	0.3391	0.380968382904274	0	0.0125425395058378	HIV_preys
B4GALT4	0.0657	0.144605949320602	0	0.0229509913171409	HIV_preys
B4GALT5	0.6644	0.695500232883093	0	0.0102841177690457	HIV_preys
B4GALT6	0.6765	0.707096267875828	0	0.00761866770301523	HIV_preys
B4GALT7	0.2412	0.289156954260568	0	0.0146049391055991	HIV_preys
C1GALT1	0.6207	0.655132726739067	0	0.00817817824047554	HIV_preys
CANX	0.0019	0.014384	0	0.0171794679757965	HIV_preys
CHPF2	0.3929	0.431568330380598	0	0.00738376163707477	HIV_preys
CHSY1	0.3777	0.417576461907397	0	0.0102982868351067	HIV_preys
CMPK1	0.035	0.116042780748663	0	0.0161104236971658	HIV_preys
CSGALNACT2	0.0824	0.153959472098098	0	0.0174486591595915	HIV_preys
DPM2	0.3094	0.353095017454776	0	0.0106206055381297	HIV_preys
ENTPD3	0.6972	0.726999710027258	0	0.007174987869104	HIV_preys
ENTPD4	0.0878	0.158307661452066	0	0.00803493374582969	HIV_preys
ENTPD5	0.0565	0.136817508417508	0	0.0120724682135079	HIV_preys
EXT1	0.2635	0.310263916175508	0	0.0137533222953297	HIV_preys
EXTL1	0.362	0.40294434470377	0	0.00660153982730728	HIV_preys
EXTL3	0.0677	0.145321033210332	0	0.0163410068569381	HIV_preys
FCGRT	0.1943	0.245520697167756	0	0.0144289865341678	HIV_preys
GALC	0.1503	0.205724269183922	0	0.0130504454854357	HIV_preys
GALNT4	0.6256	0.659684945164507	0	0.00809508316869054	HIV_preys
GALT	0.1915	0.243127383137975	0	0.00854612637643524	HIV_preys
GCNT1	0.3419	0.38349107922645	0	0.013758012214027	HIV_preys
GCNT3	0.6223	0.656628755868545	0	0.00961254455005777	HIV_preys
GCNT4	0.6878	0.717739059779454	0	0.00546463886874481	HIV_preys
GLA	0.0971	0.164905827902144	0	0.0117606322533509	HIV_preys
GXYLT1	0.0713	0.147285615808824	0	0.0134100276815333	HIV_preys
HEXA	0.1208	0.182244000671254	0	0.0144039048282745	HIV_preys
ICK	0.1512	0.206500265856438	0	0.0147181629137371	HIV_preys
LFNG	0.3896	0.428519483697314	0	0.00536638384945522	HIV_preys
MGAT1	0.0384	0.12149076192152	0	0.0288864246974339	HIV_preys
MGAT2	0.1199	0.181480090916744	0	0.00931692621285637	HIV_preys
MGAT3	0.4462	0.484139520849677	0	0.00259183850331781	HIV_preys
MGAT4B	0.3133	0.356911487043021	0	0.00712946131973793	HIV_preys
MGAT4C	0.265	0.311642357250311	0	0.012974545028661	HIV_preys
MGAT5B	0.2807	0.326412236450653	0	0.00183778730046369	HIV_preys
MGAT5	0.4061	0.444465424884344	0	0.0100868230722422	HIV_preys
NME1	0.0801	0.152660377358491	0	0.0168611147501527	HIV_preys
NME2P1	0.2798	0.325576236085944	0	0.0124283896762225	HIV_preys
NME2	0.0312	0.108927378640777	0	0.0184551620532994	HIV_preys
