Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
FAM110D		1p36.11	HOMDEL	1	129	0.8%	No
RAB12		18p11.22	AMP	1	129	0.8%	No
C8ORF48		8p22	HOMDEL	1	129	0.8%	No
NECAP2		1p36.13	HOMDEL	1	129	0.8%	No
PSMB11		14q11.2	AMP	1	129	0.8%	No
TNFSF11		13q14	HOMDEL	2	129	1.6%	No
SOX14		3q22.3	AMP	10	129	7.8%	No
TMEM205		19p13.2	AMP	2	129	1.6%	No
API5		11p12	AMP	1	129	0.8%	No
ATP5PD		17q25.1	AMP	4	129	3.1%	No
ATRAID		2p23.3	AMP	2	129	1.6%	No
PKDREJ		22q13.31	AMP	2	129	1.6%	No
LINC01555		1p22.3	AMP	1	129	0.8%	No
PATE3		11q24.2	HOMDEL	5	129	3.9%	No
ADCY2		5p15.31	AMP	6	129	4.7%	No
MBTPS1		16q23.3-q24.1	HOMDEL	1	129	0.8%	No
ZNF598		16p13.3	AMP	1	129	0.8%	No
PNMA6A		Xq28	AMP	3	129	2.3%	No
CPT1A		11q13.3	AMP	2	129	1.6%	No
TFG		3q12.2	AMP	11	129	8.5%	Yes
ARSG		17q24.2	HOMDEL	1	129	0.8%	No
TTC39C		18q11.2	HOMDEL	1	129	0.8%	No
SRPX		Xp11.4	AMP	1	129	0.8%	No
AKAP11		13q14.11	HOMDEL	2	129	1.6%	No
MRPS17		7p11.2	AMP	2	129	1.6%	No
FLOT1		6p21.33	AMP	4	129	3.1%	No
CCL26		7q11.23	AMP	1	129	0.8%	No
UBE2E3		2q31.3	AMP	1	129	0.8%	No
NDST3		4q26	HOMDEL	1	129	0.8%	No
CC2D1B		1p32.3	AMP	2	129	1.6%	No
USP34		2p15	AMP	1	129	0.8%	No
LINC00899		22q13.31	AMP	2	129	1.6%	No
SETDB1		1q21.3	AMP	4	129	3.1%	Yes
NFE2L3		7p15.2	AMP	1	129	0.8%	No
ADCY3		2p23.3	AMP	2	129	1.6%	No
KRTAP3-2		17q21.2	AMP	1	129	0.8%	No
LCN10		9q34.3	HOMDEL	1	129	0.8%	No
TOX2		20q13.12	AMP	1	129	0.8%	No
THBS2		6q27	HOMDEL	1	129	0.8%	No
CPT1B		22q13.33	AMP	1	129	0.8%	No
LARGE1		22q12.3	HOMDEL	1	129	0.8%	No
DLGAP1-AS3		18p11.31	AMP	3	129	2.3%	No
KCNJ14		19q13.33	AMP	1	129	0.8%	No
BARX2		11q24.3	AMP	1	129	0.8%	No
ABCA10		17q24.3	AMP	2	129	1.6%	No
TRABD2A		2p11.2	AMP	1	129	0.8%	No
LINC00311		16q24.1	HOMDEL	1	129	0.8%	No
CACNA1C-AS1		12p13.33	AMP	1	129	0.8%	No
PRG4		1q31.1	AMP	1	129	0.8%	No
ZNF408		11p11.2	HOMDEL	1	129	0.8%	No
TEX47		7q21.13	AMP	2	129	1.6%	No
C11ORF68		11q13.1	AMP	1	129	0.8%	No
PLOD1		1p36.22	HOMDEL	2	129	1.6%	No
CDKL2		4q21.1	HOMDEL	1	129	0.8%	No
CXORF38		Xp11.4	AMP	1	129	0.8%	No
GUSBP4		6p11.2	HOMDEL	1	129	0.8%	No
ABCA9		17q24.2	HOMDEL	1	129	0.8%	No
CFAP74		1p36.33	HOMDEL	1	129	0.8%	No
RPS18P9		6q25.1	HOMDEL	1	129	0.8%	No
DET1		15q26.1	AMP	4	129	3.1%	No
SLC39A14		8p21.3	HOMDEL	2	129	1.6%	No
AJUBA		14q11.2	AMP	1	129	0.8%	Yes
FGF14		13q33.1	HOMDEL	2	129	1.6%	Yes
TAGLN2		1q23.2	AMP	4	129	3.1%	No
ZNF461		19q13.13	AMP	4	129	3.1%	No
ZMIZ2		7p13	AMP	1	129	0.8%	No
SNX7		1p21.3	AMP	1	129	0.8%	No
NKX6-3		8p11.21	AMP	1	129	0.8%	No
GSC		14q32.13	HOMDEL	1	129	0.8%	No
SPOCD1		1p35.2	AMP	1	129	0.8%	No
CCP110		16p12.3	AMP	1	129	0.8%	No
PTOV1-AS1		19q13.33	AMP	1	129	0.8%	No
ID2-AS1		2p25.1	AMP	1	129	0.8%	No
PPP4R3A		14q32.12	HOMDEL	1	129	0.8%	No
MCHR2-AS1		6q16.2-q16.3	HOMDEL	1	129	0.8%	No
RBM42		19q13.12	AMP	6	129	4.7%	No
ABCA7		19p13.3	AMP	1	129	0.8%	No
ZSWIM3		20q13.12	AMP	1	129	0.8%	No
C19ORF12		19q12	AMP	3	129	2.3%	No
SSX3		Xp11.23	AMP	1	129	0.8%	No
TRAPPC12		2p25.3	AMP	1	129	0.8%	No
ZNF674-AS1		Xp11.3	HOMDEL	1	129	0.8%	No
PEF1		1p35.2	AMP	1	129	0.8%	No
ALKBH6		19q13.12	AMP	6	129	4.7%	No
ADH1A		4q23	HOMDEL	1	129	0.8%	No
ZNF251		8q24.3	AMP	2	129	1.6%	No
TRIP10		19p13.3	HOMDEL	2	129	1.6%	No
UAP1L1		9q34.3	HOMDEL	1	129	0.8%	No
PLXNB1		3p21.31	HOMDEL	1	129	0.8%	No
CENPO		2p23.3	AMP	2	129	1.6%	No
CPN2		3q29	AMP	24	129	18.6%	No
ACTG1P20		1p36.11	HOMDEL	1	129	0.8%	No
UXT		Xp11.23	AMP	1	129	0.8%	No
ZNF585B		19q13.12	AMP	5	129	3.9%	No
LINC01020		5p15.32	AMP	5	129	3.9%	No
DDX12P		12p13.31	AMP	1	129	0.8%	No
WFDC10A		20q13.12	AMP	1	129	0.8%	No
NHLRC3		13q13.3	HOMDEL	1	129	0.8%	No
KMT5B		11q13.2	AMP	2	129	1.6%	No
LRIF1		1p13.3	HOMDEL	1	129	0.8%	No
LINC01990		3q13.12	AMP	8	129	6.2%	No
RFX6		6q22.1	HOMDEL	1	129	0.8%	No
CEMP1		16p13.3	AMP	1	129	0.8%	No
SPAG16-DT		2q34	HOMDEL	2	129	1.6%	No
SLC5A9		1p33	AMP	2	129	1.6%	No
ANKRD36BP1		1q24.2	AMP	3	129	2.3%	No
BRME1		19p13.12	AMP	2	129	1.6%	No
GLB1L		2q35	HOMDEL	2	129	1.6%	No
SHE		1q21.3	AMP	4	129	3.1%	No
CPOX		3q11.2	AMP	9	129	7.0%	No
PPP1R3C		10q23.32	HOMDEL	1	129	0.8%	No
TTC39C-AS1		18q11.2	AMP	1	129	0.8%	No
LRRC74A		14q24.3	HOMDEL	1	129	0.8%	No
LCE3A		1q21.3	AMP	4	129	3.1%	No
INF2		14q32.33	AMP	1	129	0.8%	No
CHD2		15q26.1	AMP	4	129	3.1%	Yes
ZNF699		19p13.2	AMP	2	129	1.6%	No
RPL8		8q24.3	AMP	2	129	1.6%	No
ZNF492		19p12	HOMDEL	1	129	0.8%	No
PCSK1N		Xp11.23	HOMDEL	1	129	0.8%	No
TFF2		21q22.3	HOMDEL	1	129	0.8%	No
PRDM10-DT		11q24.3	AMP	1	129	0.8%	No
SNORD113-2		14q32.31	HOMDEL	1	129	0.8%	No
FRMD3		9q21.32	HOMDEL	1	129	0.8%	No
NHLRC1		6p22.3	HOMDEL	1	129	0.8%	No
EIF3B		7p22.3	AMP	1	129	0.8%	No
NDUFA7		19p13.2	AMP	2	129	1.6%	No
OGDH		7p13	AMP	1	129	0.8%	No
ETS1		11q24.3	HOMDEL	4	129	3.1%	Yes
LCE2D		1q21.3	AMP	4	129	3.1%	No
FRG2B		10q26.3	HOMDEL	1	129	0.8%	No
KCNJ12		17p11.2	AMP	1	129	0.8%	No
TRAPPC2		Xp22.2	AMP	2	129	1.6%	No
RPL9		4p14	AMP	1	129	0.8%	No
KCNE2		21q22.11	AMP	1	129	0.8%	No
E2F2		1p36.12	HOMDEL	1	129	0.8%	No
WIPI1		17q24.2	HOMDEL	1	129	0.8%	No
HCG23		6p21.32	AMP	3	129	2.3%	No
EIF1		17q21.2	AMP	1	129	0.8%	No
RAB37		17q25.1	AMP	4	129	3.1%	No
FOXM1		12p13.33	AMP	1	129	0.8%	No
CDRT15P1		17p12	HOMDEL	1	129	0.8%	No
MINPP1		10q23.2	HOMDEL	3	129	2.3%	No
NYAP1		7q22.1	AMP	1	129	0.8%	No
RGS7		1q43	AMP	1	129	0.8%	No
ZNF45		19q13.31	AMP	3	129	2.3%	No
NDUFA6		22q13.2	AMP	2	129	1.6%	No
NME4		16p13.3	AMP	1	129	0.8%	No
SPDYE3		7q22.1	AMP	1	129	0.8%	No
PLD5		1q43	AMP	1	129	0.8%	No
SUPT20H		13q13.3	HOMDEL	1	129	0.8%	No
RPL10		Xq28	AMP	3	129	2.3%	Yes
LCE3C		1q21.3	AMP	4	129	3.1%	No
RCC1		1p35.3	AMP	1	129	0.8%	No
ZNF630		Xp11.23	HOMDEL	1	129	0.8%	No
MED24		17q21.1	AMP	1	129	0.8%	No
CARD8-AS1		19q13.33	AMP	1	129	0.8%	No
FOXJ1		17q25.1	AMP	4	129	3.1%	No
NME3		16p13.3	AMP	1	129	0.8%	No
YBX3		12p13.2	AMP	1	129	0.8%	No
LGALS7B		19q13.2	AMP	5	129	3.9%	No
ICA1L		2q33.2	AMP	1	129	0.8%	No
PATJ		1p31.3	AMP	2	129	1.6%	No
ADGRL1-AS1		19p13.12	AMP	2	129	1.6%	No
KCNJ10		1q23.2	AMP	4	129	3.1%	No
INPP5B		1p34.3	AMP	1	129	0.8%	No
LCE3B		1q21.3	AMP	4	129	3.1%	No
TRH		3q22.1	AMP	10	129	7.8%	No
IQSEC3		12p13.33	AMP	1	129	0.8%	No
GRK5		10q26.11	HOMDEL	1	129	0.8%	No
RANBP2		2q13	AMP	1	129	0.8%	Yes
USP36		17q25.3	HOMDEL	1	129	0.8%	No
LAMA1		18p11.31	AMP	2	129	1.6%	No
GLIS3-AS1		9p24.2	HOMDEL	1	129	0.8%	No
HSD11B1L		19p13.3	AMP	1	129	0.8%	No
EDN1		6p24.1	HOMDEL	1	129	0.8%	No
TPT1		13q14.13	HOMDEL	2	129	1.6%	No
KCNJ9		1q23.2	AMP	4	129	3.1%	No
QSOX2		9q34.3	HOMDEL	1	129	0.8%	No
TRHR		8q23.1	AMP	1	129	0.8%	No
FCN2		9q34.3	HOMDEL	1	129	0.8%	No
ERVV-2		19q13.41	AMP	1	129	0.8%	No
SCO2		22q13.33	AMP	1	129	0.8%	No
FGF21		19q13.33	AMP	1	129	0.8%	No
SYTL1		1p36.11	AMP	1	129	0.8%	No
MTR		1q43	HOMDEL	2	129	1.6%	No
RFK		9q21.13	HOMDEL	1	129	0.8%	No
EIF3G		19p13.2	AMP	3	129	2.3%	No
GIPC3		19p13.3	HOMDEL	4	129	3.1%	No
PEX11B		1q21.1	AMP	3	129	2.3%	No
CCR7		17q21.2	AMP	1	129	0.8%	No
LCE3E		1q21.3	AMP	4	129	3.1%	No
L1CAM		Xq28	AMP	3	129	2.3%	No
DDB2		11p11.2	HOMDEL	1	129	0.8%	Yes
NAGA		22q13.2	HOMDEL	1	129	0.8%	No
FOXE3		1p33	AMP	1	129	0.8%	No
TENT5C		1p12	HOMDEL	1	129	0.8%	Yes
UBE2V1		20q13.13	AMP	1	129	0.8%	No
MAGI2		7q21.11	AMP	1	129	0.8%	No
RANGAP1		22q13.2	AMP	1	129	0.8%	No
CIAO3		16p13.3	AMP	1	129	0.8%	No
CYB561D1		1p13.3	HOMDEL	1	129	0.8%	No
LINC00911		14q31.3	HOMDEL	1	129	0.8%	No
GALNT8		12p13.32	AMP	1	129	0.8%	No
CTSE		1q32.1	HOMDEL	1	129	0.8%	No
ATP8B3		19p13.3	AMP	2	129	1.6%	No
SCARNA2		1q13.1	HOMDEL	1	129	0.8%	No
ZKSCAN5		7q22.1	AMP	1	129	0.8%	No
RGS16		1q25.3	AMP	1	129	0.8%	No
DYRK4		12p13.32	AMP	1	129	0.8%	No
ARHGEF16		1p36.32	HOMDEL	1	129	0.8%	No
C16ORF95		16q24.2	HOMDEL	2	129	1.6%	No
AKAP4		Xp11.22	HOMDEL	1	129	0.8%	No
TEX45		19p13.2	AMP	2	129	1.6%	No
GABRE		Xq28	AMP	2	129	1.6%	No
ARHGEF33		2p22.1	AMP	1	129	0.8%	No
DCC		18q21.2	HOMDEL	2	129	1.6%	No
PITPNM1		11q13.2	AMP	1	129	0.8%	No
CCT3		1q22	AMP	4	129	3.1%	No
FAM66C		12p13.31	AMP	2	129	1.6%	No
TUSC2		3p21.31	HOMDEL	2	129	1.6%	No
NELFA		4p16.3	AMP	1	129	0.8%	No
KCNU1		8p11.23	AMP	1	129	0.8%	No
CITED4		1p34.2	AMP	1	129	0.8%	No
YOD1		1q32.1	HOMDEL	1	129	0.8%	No
NNT		5p12	AMP	7	129	5.4%	No
KCNJ6		21q22.13	AMP	2	129	1.6%	No
CCR4		3p22.3	AMP	1	129	0.8%	No
EIF3I		1p35.2	AMP	1	129	0.8%	No
LINC00518		6p24.3	HOMDEL	2	129	1.6%	No
SPDYE2		7q22.1	AMP	1	129	0.8%	No
EDA		Xq13.1	HOMDEL	1	129	0.8%	No
DOCK4		7q31.1	AMP	1	129	0.8%	No
TRIL		7p14.3	AMP	1	129	0.8%	No
ZNF705A		12p13.31	AMP	2	129	1.6%	No
SHANK3		22q13.33	HOMDEL	1	129	0.8%	No
TRIO		5p15.2	AMP	6	129	4.7%	No
NCF1		7q11.23	AMP	1	129	0.8%	No
SNORD114-10		14q32.31	HOMDEL	1	129	0.8%	No
TMEM210		9q34.3	HOMDEL	1	129	0.8%	No
KCNJ5		11q24.3	AMP	1	129	0.8%	Yes
CHST1		11p11.2	AMP	1	129	0.8%	No
EIF3H		8q23.3-q24.11	AMP	1	129	0.8%	No
PCSK5		9q21.13	HOMDEL	1	129	0.8%	No
STON1-GTF2A1L		2p16.3	AMP	1	129	0.8%	No
AIRN		6q25.3	HOMDEL	1	129	0.8%	No
NDUFB3		2q33.1	AMP	2	129	1.6%	No
CEMIP		15q25.1	AMP	4	129	3.1%	No
ACADVL		17p13.1	HOMDEL	1	129	0.8%	No
MLLT1		19p13.3	HOMDEL	3	129	2.3%	Yes
SH3GL1		19p13.3	HOMDEL	3	129	2.3%	Yes
ZNF232		17p13.2	HOMDEL	2	129	1.6%	No
FAM86B3P		8p23.1	HOMDEL	1	129	0.8%	No
ZNF451-AS1		6p12.1	AMP	1	129	0.8%	No
PTGER4P2-CDK2AP2P2		9q13	HOMDEL	1	129	0.8%	No
LANCL2		7p11.2	AMP	4	129	3.1%	No
RTBDN		19p13.13	HOMDEL	1	129	0.8%	No
SDHC		1q23.3	AMP	4	129	3.1%	Yes
DEFA11P		8p23.1	HOMDEL	1	129	0.8%	No
TRIM17		1q42.13	HOMDEL	2	129	1.6%	No
MOAP1		14q32.12	HOMDEL	1	129	0.8%	No
PSG10P		19q13.2	AMP	3	129	2.3%	No
TTYH1		19q13.42	AMP	2	129	1.6%	No
POTEB		15q11.2	AMP	2	129	1.6%	No
GAK		4p16.3	HOMDEL	3	129	2.3%	No
MMD		17q22	AMP	2	129	1.6%	No
CTDNEP1		17p13.1	HOMDEL	1	129	0.8%	No
NUP160		11p11.2	HOMDEL	1	129	0.8%	No
LINC02912		8q24.21	AMP	2	129	1.6%	No
UGT2B11		4q13.2	HOMDEL	1	129	0.8%	No
C2CD4D		1q21.3	AMP	4	129	3.1%	No
SLC25A30		13q14.13	HOMDEL	2	129	1.6%	No
ZNF815P		7p22.1	AMP	1	129	0.8%	No
LINC00642		14q32.11	AMP	2	129	1.6%	No
UTRN		6q24.2	HOMDEL	1	129	0.8%	No
IFT172		2p23.3	AMP	2	129	1.6%	No
NLRP3		1q44	AMP	1	129	0.8%	No
BTLA		3q13.2	AMP	8	129	6.2%	Yes
SNORD114-24		14q32.31	AMP	1	129	0.8%	No
ASCC3		6q16.3	HOMDEL	1	129	0.8%	No
TMEM240		1p36.33	HOMDEL	1	129	0.8%	No
SOCS3-DT		17q25.3	AMP	1	129	0.8%	No
VANGL2		1q23.2	AMP	4	129	3.1%	No
GAMT		19p13.3	HOMDEL	4	129	3.1%	No
RAB11B-AS1		19p13.2	HOMDEL	2	129	1.6%	No
PEX13		2p15	AMP	1	129	0.8%	No
PGLS		19p13.11	HOMDEL	1	129	0.8%	No
NDUFB1		14q31.3	AMP	2	129	1.6%	No
LINC00676		13q34	HOMDEL	1	129	0.8%	No
ANKRD24		19p13.3	AMP	1	129	0.8%	No
PGBD3		10q11	HOMDEL	1	129	0.8%	No
GTF2F2		13q14.12-q14.13	HOMDEL	2	129	1.6%	No
SLC20A2		8p11.21	HOMDEL	1	129	0.8%	No
MYCBP		1p34.3	AMP	1	129	0.8%	No
SPEN		1p36.21-p36.13	HOMDEL	1	129	0.8%	Yes
SPSB1		1p36.22	HOMDEL	1	129	0.8%	No
C19ORF25		19p13.3	AMP	1	129	0.8%	No
SNORD114-23		14q32.31	AMP	1	129	0.8%	No
IGHMBP2		11q13.3	AMP	2	129	1.6%	No
ACOT4		14q24.3	AMP	2	129	1.6%	No
ABCA4		1p22.1	HOMDEL	1	129	0.8%	No
RBFOX1		16p13.3	AMP	1	129	0.8%	No
DOCK8-AS1		9p24.3	AMP	1	129	0.8%	No
TTC7A		2p21	AMP	1	129	0.8%	No
MIPEP		13q12.12	HOMDEL	2	129	1.6%	No
NDUFS7		19p13.3	HOMDEL	4	129	3.1%	No
PAK2		3q29	AMP	23	129	17.8%	No
NOP2		12p13.31	AMP	1	129	0.8%	No
EXOSC2		9q34.12	AMP	1	129	0.8%	No
B3GAT1-DT		11q25	HOMDEL	4	129	3.1%	No
RYR1		19q13.2	AMP	5	129	3.9%	No
PLPPR2		19p13.2	HOMDEL	1	129	0.8%	No
ZNF283		19q13.31	AMP	3	129	2.3%	No
HAR1B		20q13.33	AMP	1	129	0.8%	No
NMRK2		19p13.3	AMP	1	129	0.8%	No
MZF1		19q13.43	AMP	1	129	0.8%	No
PF4		4q13.3	AMP	1	129	0.8%	No
SP110		2q37.1	HOMDEL	2	129	1.6%	No
HCG14		6p22.1	AMP	1	129	0.8%	No
